p-value	q-value	complex_name	source	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.00435639290209	0.498140869923	ECM proteins:Integrin alpha:Integrin beta	INOH	COL10A1; ITGA9; COL11A1; COL11A2; ACAN; ITGA8; HSPG2; VCAN; ITGA5; BGN; ITGA7; AGRN; ITGA10; COL2A1; LUM; DCN; NCAN; ITGA2B; SMC3; TNXB; ITGA1; ITGB1; COL8A2; ITGB3; ELN; COL18A1; CD44; COL19A1; COL5A2; COL4A6; COL4A5; COL4A4; COL4A3; TNC; LAMC2; COL16A1; BCAN; COL15A1; COL7A1; SDC2; SDC3; ITGA4; ITGAL; ITGAM; COL6A1; GPC4; COL6A2	176; 633; 960; 1280; 1285; 1286; 1287; 1288; 1290; 1291; 1292; 1294; 1296; 1300; 1301; 1302; 1306; 1307; 1310; 1462; 1463; 1634; 2006; 2239; 3339; 3371; 3672; 3674; 3676; 3678; 3679; 3680; 3683; 3684; 3688; 3690; 3918; 4060; 6383; 7148; 8515; 8516; 9126; 9672; 63827; 80781; 375790	78	78
0.00435639290209	0.498140869923	55S ribosome, mitochondrial	CORUM	MRPL27; MRPL21; MRPL22; MRPL28; MRPS23; MRPS17; MRPS15; MRPS14; MRPS12; MRPS11; MRPL32; MRPL16; MRPL55; MRPS35; MRPS34; MRPS31; MRPS33; MRPS7; MRPL51; MRPL52; MRPL53; MRPL38; MRPL36; MRPL37; MRPL12; MRPL13; MRPL14; MRPL15; MRPL30; MRPL17; MRPL18; MRPL19; MRPS5; MRPS18B; MRPL39; DAP3; MRPL3; MRPL11; MRPL9; MRPS26; MRPS27; MRPS24; MRPL4; MRPS21; MRPL42; MRPL47; MRPL48	6182; 6183; 7818; 9801; 10240; 10573; 11222; 23107; 28973; 28977; 28998; 29074; 29088; 29093; 51073; 51081; 51253; 51258; 51263; 51264; 51373; 51642; 51649; 51650; 54148; 54460; 54948; 57129; 60488; 63875; 63931; 64928; 64949; 64951; 64960; 64963; 64969; 64978; 64979; 64983; 65003; 65005; 65993; 116540; 122704; 128308; 219927	79	78
0.00437785934312	0.498140869923	FA core complex	PID	FANCG; FANCF; FANCE; FANCC; FANCB; FANCA; HES1; FANCL; UBE2T	2175; 2176; 2178; 2187; 2188; 2189; 3280; 29089; 55120	10	10
0.00437785934312	0.498140869923	RFC Heteropentamer:RNA primer-DNA primer:origin duplex:PCNA homotrimer	Reactome	PCNA; POLA2; POLA1; RFC5; RFC4; RFC3; RFC2; PRIM1; PRIM2	5111; 5422; 5557; 5558; 5982; 5983; 5984; 5985; 23649	10	10
0.00437785934312	0.498140869923	RNase P	Reactome	RPP38; RPP40; RPP21; RPP25; POP1; RPP14; POP5; POP4; POP7	10248; 10557; 10775; 10799; 10940; 11102; 51367; 54913; 79897	10	10
0.0044302699404	0.498140869923	PA700-20S-PA28 complex	CORUM	PSMD8; PSMD4; PSMD3; PSMD2; PSMA2; PSMA3; PSMA6; PSMA7; PSMA4; PSMA5; PSMC1; PSMC2; PSMC4; PSMC6; PSME2; PSME1; PSMD14; PSMD11; PSMD10; PSMD12; PSMB7; PSMB5; PSMB4; PSMB3; PSMB2	5683; 5684; 5685; 5686; 5687; 5688; 5690; 5691; 5692; 5693; 5695; 5700; 5701; 5704; 5706; 5708; 5709; 5710; 5714; 5716; 5717; 5718; 5720; 5721; 10213	37	37
0.00471676157358	0.498140869923	RPA/ATR/ATRIP/RAD17/RFC2-5/9-1-1/TopBP1/CEP164/TIMELESS/TIPIN/CLASPIN/CHK1	PID	TOPBP1; TIPIN; RFC5; HUS1; RAD9A; CLSPN; TIMELESS; RFC3; RFC2; ATR; RAD1; RFC4; RPA2; CHEK1	545; 1111; 3364; 5810; 5883; 5982; 5983; 5984; 5985; 6118; 8914; 11073; 54962; 63967	18	18
0.00611366119753	0.498140869923	DNA synthesome	PINdb	PCNA; POLA1; RFC5; RFC4; RFC3; RFC2; POLD1; PRIM1; RPA3; PRIM2; RPA2; TOP2A	5111; 5422; 5424; 5557; 5558; 5982; 5983; 5984; 5985; 6118; 6119; 7153	15	15
0.00611366119753	0.498140869923	PA28gamma-20S proteasome	CORUM	PSME3; PSMA2; PSMA3; PSMA6; PSMA7; PSMA4; PSMA5; PSMB7; PSMB5; PSMB4; PSMB3; PSMB2	5683; 5684; 5685; 5686; 5687; 5688; 5690; 5691; 5692; 5693; 5695; 10197	15	15
0.00765762218292	0.498140869923	26S proteasome	CORUM	PSMD4; PSMC4; PSMA2; PSMA3; PSMA6; PSMA7; PSMA4; PSMA5; PSMB7; PSMC1; PSMB5; PSMB4; PSMB3; PSMB2; PSMC6; PSMC2	5683; 5684; 5685; 5686; 5687; 5688; 5690; 5691; 5692; 5693; 5695; 5700; 5701; 5704; 5706; 5710	22	22
0.00814483379526	0.498140869923	Emerin architectural complex	CORUM	EMD; LMNB1; SPTAN1; ACTB; LMNA; NMI	60; 2010; 4000; 4001; 6709; 9111	6	6
0.00814483379526	0.498140869923	eNOS:Caveolin-1:CaM:HSP90	Reactome	NOS3; CALM2; CALM3; CALM1; HSP90AA1; CAV1	801; 805; 808; 857; 3320; 4846	6	6
0.00814483379526	0.498140869923	phosphorylase kinase complex (PHKL)	Reactome	CALM2; CALM3; CALM1; PHKB; PHKA2; PHKG2	801; 805; 808; 5256; 5257; 5261	6	6
0.00814483379526	0.498140869923	ESR1-CDK7-CCNH-MNAT1-MTA1-HDAC2 complex	CORUM	HDAC2; ESR1; CDK7; MNAT1; CCNH; MTA1	902; 1022; 2099; 3066; 4331; 9112	6	6
0.00814483379526	0.498140869923	20S methylosome and RG-containing Sm protein complex	CORUM	SNRPD3; SNRPD2; SNRPD1; PRMT5; SNRPB; CLNS1A	1207; 6628; 6632; 6633; 6634; 10419	6	6
0.00814483379526	0.498140869923	JAK2:IL-3R:JAK1:STAT5	INOH	CSF2RB; STAT5B; STAT5A; JAK2; JAK1; IL3RA	1439; 3563; 3716; 3717; 6776; 6777	6	6
0.00814483379526	0.498140869923	JAK2:IL-5R:JAK1:STAT5	INOH	CSF2RB; IL5RA; STAT5B; STAT5A; JAK2; JAK1	1439; 3568; 3716; 3717; 6776; 6777	6	6
0.00814483379526	0.498140869923	FA complex/FANCD2/ubiquitin	BioCarta	FANCA; FANCG; FANCF; FANCE; FANCC; FANCD2	2175; 2176; 2177; 2178; 2188; 2189	6	6
0.00814483379526	0.498140869923	FA complex	PID	FANCG; FANCF; FANCE; FANCC; FANCA; FANCL	2175; 2176; 2178; 2188; 2189; 55120	6	6
0.00814483379526	0.498140869923	MCM2-7	Reactome	MCM7; MCM6; MCM5; MCM4; MCM3; MCM2	4171; 4172; 4173; 4174; 4175; 4176	6	6
0.00814483379526	0.498140869923	PCNA-CHL12-RFC2-5 complex	CORUM	PCNA; RFC5; RFC4; RFC3; RFC2; CHTF18	5111; 5982; 5983; 5984; 5985; 63922	6	6
0.00832360331555	0.498140869923	INO80.complex	Spike	RUVBL1; RUVBL2; ACTR5; TFPT; INO80; MCRS1; ACTL6A; UCHL5; YY1; ACTB; INO80E; INO80B; INO80D	60; 86; 7528; 8607; 10445; 10856; 29844; 51377; 54617; 54891; 79913; 83444; 283899	17	17
0.00832360331555	0.498140869923	RPA/ATR/ATRIP/RAD17/RFC2-5/9-1-1/TopBP1/CEP164/TIMELESS/TIPIN/CLASPIN	PID	TOPBP1; TIPIN; RFC5; HUS1; RAD9A; CLSPN; TIMELESS; RFC3; RFC2; ATR; RAD1; RFC4; RPA2	545; 3364; 5810; 5883; 5982; 5983; 5984; 5985; 6118; 8914; 11073; 54962; 63967	17	17
0.00832360331555	0.498140869923	FA core complex/FANCM/FAAP24/MHF1/MHF2/BLM/TOP3A/BLAP75	PID	FANCG; RMI1; BLM; FANCF; FANCE; FANCC; FANCB; FANCA; HES1; FANCM; FANCL; TOP3A; UBE2T	641; 2175; 2176; 2178; 2187; 2188; 2189; 3280; 7156; 29089; 55120; 57697; 80010	17	17
0.00832360331555	0.498140869923	PA28-20S proteasome	CORUM	PSME2; PSME1; PSMA2; PSMA3; PSMA6; PSMA7; PSMA4; PSMA5; PSMB7; PSMB5; PSMB4; PSMB3; PSMB2	5683; 5684; 5685; 5686; 5687; 5688; 5690; 5691; 5692; 5693; 5695; 5720; 5721	17	17
0.00886300172687	0.498140869923	RC complex (Replication competent complex)	CORUM	POLA2; POLA1; CCNA2; RFC5; RFC4; RFC3; RFC2; CDK2	890; 1017; 5422; 5982; 5983; 5984; 5985; 23649	9	9
0.00886300172687	0.498140869923	FA core complex (Fanconi anemia core complex)	CORUM	FANCG; FANCF; FANCE; FANCC; FANCB; FANCA; FANCM; FANCL	2175; 2176; 2178; 2187; 2188; 2189; 55120; 57697	9	9
0.00886300172687	0.498140869923	FA core complex (Fanconi anemia core complex)	CORUM	FANCG; FANCF; FANCE; FANCC; FANCB; FANCA; FANCL; RMI1	2175; 2176; 2178; 2187; 2188; 2189; 55120; 80010	9	9
0.00886300172687	0.498140869923	FANCA/FANCB/FANCC/FANCF/FANCG/FANCL/UBE2T/HES1/FAAP100	PID	FANCG; FANCF; FANCC; FANCB; FANCA; HES1; FANCL; UBE2T	2175; 2176; 2187; 2188; 2189; 3280; 29089; 55120	9	9
0.00886300172687	0.498140869923	POU5F1:SOX2:NANOG:KLF4:PBX1:SMAD2:FOXP1-ES:NANOG gene	Reactome	FOXP1; SMAD4; KLF4; SMAD2; POU6F1; POU5F1; SOX2; PBX1	4087; 4089; 5087; 5460; 5463; 6657; 9314; 27086	9	9
0.00886300172687	0.498140869923	RFC Heteropentamer:RNA primer-DNA primer:origin duplex	Reactome	POLA2; POLA1; RFC5; RFC4; RFC3; RFC2; PRIM1; PRIM2	5422; 5557; 5558; 5982; 5983; 5984; 5985; 23649	9	9
