p-value	q-value	pathway	source	external_id	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.000442644387603	0.0307637849384	Signaling events mediated by VEGFR1 and VEGFR2	PID	vegfr1_2_pathway	HSP90AB1; CALM2; AKAP1; PIK3CA; CTNNB1; PLCG1; MAPK1; VEGFA; MAPK11	805; 5335; 1499; 7422; 5594; 5600; 3326; 8165; 5290	69	69
0.00048327280567	0.0321734918555	Trihydroxycoprostanoyl-CoA beta-oxidation	EHMN	Trihydroxycoprostanoyl-CoA beta-oxidation	HADH; ACOX1; HSD17B4; ECHS1	3033; 1892; 51; 3295	12	12
0.000504763695153	0.0321734918555	Metabolism of proteins	Reactome	R-HSA-392499	RPN2; ALG9; VBP1; HSPA5; RPL39L; HSPA9; STAMBP; PSMD1; EIF2B3; RIPK1; RAB2A; HIST1H2AE; DDOST; ARFGEF2; RHOT1; KCNA6; IDE; NGLY1; HIST1H3H; CANX; TMED10; CHCHD3; CALM2; TMED2; AXIN1; CCT2; PSMA1; ATP5A1; HSPD1; C1GALT1; GNG5; H3F3B; PHC3; PSMA5; PSMC2; LMAN2L; COPA; UGGT1; ERN1; ST3GAL1; RPS25; RAB5A; RAB5C; RAB1A; PDIA3; GMDS; PIGN; SAMM50; HIST1H3A; RPL10; YKT6; METTL21A; USP30; LYPD2; MDM2; INO80E; ARSD; UBE2K; RAB23; MBTPS2; ST8SIA6; EIF2AK3; C1GALT1C1; TBCA; MBD5; GNG7; SSR3; NEU2; SPTBN1; HNRNPK; ETFB; PSMB1; RTN4RL2	4193; 283899; 10959; 23556; 8350; 1650; 498; 5862; 3093; 84749; 54927; 6902; 25813; 8312; 6230; 3309; 10617; 5689; 5686; 5701; 6747; 151194; 6185; 3416; 349667; 4759; 79796; 2787; 5868; 7411; 5861; 6134; 56886; 51715; 5878; 8737; 821; 2923; 10564; 3313; 29071; 10972; 51360; 6482; 55288; 3021; 2788; 1314; 6711; 8357; 55777; 3742; 56913; 55768; 2762; 5682; 9451; 81562; 80012; 3012; 805; 137797; 10576; 116832; 3329; 338596; 8891; 10652; 3190; 2109; 5707; 414; 2081	1506	1502
0.000520793932913	0.0321734918555	Mono-unsaturated fatty acid beta-oxidation	EHMN	Mono-unsaturated fatty acid beta-oxidation	ECHS1; ACOX1; HSD17B4; ACSL3; HADH	1892; 3033; 51; 2181; 3295	21	21
0.000566535888949	0.0326840105625	Fatty acid degradation - Homo sapiens (human)	KEGG	path:hsa00071	CPT1A; HADH; ACADS; ACSL3; ACOX1; ECHS1; ALDH1B1	2181; 35; 51; 3033; 219; 1374; 1892	44	44
0.000568247186038	0.0326840105625	Respiratory electron transport	Reactome	R-HSA-611105	ETFA; ETFB; COX5A; NDUFB8; TACO1; NDUFB11; NDUFAF1; SCO1; NDUFA13; COX6B1; SDHB	2109; 51204; 51103; 2108; 9377; 51079; 4714; 54539; 6390; 6341; 1340	103	102
0.000608957043833	0.0338580116371	Hedgehog	INOH	None	CDKN2C; DHH; PSMD1; IHH; PSMA1; PSMA5; PSMC2; BOC; PSMB1	5682; 50846; 5686; 5707; 1031; 5701; 5689; 3549; 91653	72	72
0.000655727694831	0.0342876465523	Fatty Acid Biosynthesis	Wikipathways	WP357	ECHS1; PECR; HADH; ACACA; ACSL3	1892; 55825; 2181; 31; 3033	22	22
0.00067525310741	0.0342876465523	ceramide signaling pathway	BioCarta	ceramidepathway	BAG4; CHUK; CASP8; RIPK1; MAPK1; KSR1	8737; 9530; 8844; 841; 5594; 1147	33	33
0.000678352719559	0.0342876465523	Beta-oxidation of very long chain fatty acids	Reactome	R-HSA-390247	ACOX1; HSD17B4; ACOT8	10005; 51; 3295	6	6
0.000748342770656	0.0367128159251	Apoptosis	Reactome	R-HSA-109581	BCAP31; CTNNB1; H1F0; BCL2L11; HMGB2; DCC; CASP8; RIPK1; TNFRSF10B; TJP1; LMNA; TFDP2	10018; 841; 4000; 7082; 7029; 3005; 8795; 1630; 8737; 1499; 3148; 10134	122	122
0.000815216014336	0.0388508660546	Di-unsaturated fatty acid beta-oxidation	EHMN	Di-unsaturated fatty acid beta-oxidation	HADH; ACOX1; HSD17B4; ACSL3; ECHS1	3295; 3033; 1892; 51; 2181	23	23
0.000853455125855	0.0395434208313	TNF receptor signaling pathway 	PID	tnfpathway	BAG4; RFFL; CHUK; CASP8; RIPK1; TNIK; ADAM17	6868; 8737; 23043; 9530; 1147; 841; 117584	47	47
0.000881309161294	0.0397303697578	VEGF Signaling Pathway	PharmGKB	PA2032	NRAS; PLCG1; PIK3C2A; MAPK1; MAPK6; MAPK11; VEGFA; FGFR4	2264; 4893; 5286; 5335; 5594; 5597; 5600; 7422	61	61
0.000928820543621	0.0407703333358	Programmed Cell Death	Reactome	R-HSA-5357801	BCAP31; CTNNB1; H1F0; BCL2L11; HMGB2; DCC; CASP8; RIPK1; TNFRSF10B; TJP1; LMNA; TFDP2	10018; 841; 4000; 7082; 7029; 3005; 8795; 1630; 8737; 1499; 3148; 10134	125	125
0.00102547884011	0.0438589411614	TNF alpha Signaling Pathway	Wikipathways	WP231	MAP3K8; TANK; RFFL; NRAS; CHUK; CASP8; NFKBIE; RIPK1; MAPK1; KSR1	1147; 5594; 1326; 4893; 8737; 841; 117584; 10010; 8844; 4794	93	93
0.0011010645178	0.0446361804455	Valine, leucine and isoleucine degradation	EHMN	Valine, leucine and isoleucine degradation	HADH; ACADS; HIBADH; ECHS1; BCKDHA; ALDH1B1; HSD17B4	3033; 593; 219; 35; 3295; 1892; 11112	49	49
0.00113484991871	0.0446361804455	Focal Adhesion-PI3K-Akt-mTOR-signaling pathway	Wikipathways	WP3932	ITGB1; ACACA; GNG5; MET; RPS6KB1; PPP2CB; NRAS; HSP90B1; IFNB1; HSP90AB1; GNG7; PIK3C2A; MAPK1; VEGFA; PIK3CA; RAB2A; FGFR4; SREBF1; COL5A1; MDM2; TSC1	3326; 5516; 5594; 6720; 4893; 2787; 7248; 2264; 4193; 31; 7422; 3456; 2788; 3688; 4233; 5862; 6198; 5286; 5290; 1289; 7184	301	301
0.00114418446914	0.0446361804455	CD4 T cell receptor signaling	INOH	None	CALM2; PSMA1; NRAS; PSMD1; CHUK; NFKBIE; PLCG1; MAPK1; PIK3CA; PSMA5; PSMC2; PSMB1	805; 4794; 5701; 5594; 1147; 5689; 5707; 5686; 5335; 5682; 4893; 5290	128	128
0.00115784687068	0.0446361804455	TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation	Reactome	R-HSA-8869496	HSPD1; MYBL2; NPM1	3329; 4869; 4605	7	7
0.00121859187988	0.0446361804455	Hedgehog	NetPath	Pathway_Hedgehog	CTNNB1; MED12; IHH; STK36; DHH	9968; 27148; 1499; 3549; 50846	25	25
0.00123097380125	0.0446361804455	Unfolded Protein Response (UPR)	Reactome	R-HSA-381119	EIF2AK3; MBTPS2; HSPA5; ERN1	51360; 2081; 3309; 9451	15	15
0.00123097380125	0.0446361804455	Sorafenib Metabolism Pathway	SMPDB	SMP00648	ERP29; DNAJB11; PDIA4; HSPA5	51726; 3309; 9601; 10961	15	15
0.00134579296702	0.0467663056038	DroToll-like	INOH	None	APH1A; PSMA5; PSMD1; CASP8; PSMA1; ADAM17; PSMC2; PSMB1	5682; 5686; 5701; 51107; 6868; 5689; 5707; 841	65	65
0.00134579296702	0.0467663056038	IL-1 NFkB	INOH	None	PSMD1; CHUK; NFKBIE; PSMA1; IRAK4; PSMA5; PSMC2; PSMB1	5682; 51135; 5686; 5701; 1147; 5689; 4794; 5707	65	65
0.00137700807474	0.0468744789525	Proteoglycans in cancer - Homo sapiens (human)	KEGG	path:hsa05205	ITGB1; ARHGEF12; SDC4; RRAS2; RPS6KB1; IHH; CTNNB1; MET; PLCG1; MAPK1; VEGFA; MAPK11; PIK3CA; COL21A1; MDM2; NRAS	6198; 3688; 4233; 5290; 5335; 6385; 7422; 22800; 4893; 1499; 23365; 5594; 3549; 5600; 4193; 81578	205	205
0.0014878834241	0.0496357910281	Integrins in angiogenesis	PID	avb3_integrin_pathway	PIK3CA; RPS6KB1; CASP8; PIK3C2A; MAPK1; VEGFA; COL5A1; F11R	6198; 50848; 841; 5594; 5286; 7422; 5290; 1289	66	66
0.00159854086321	0.0501338252245	Phytanic acid peroxisomal oxidation	EHMN	Phytanic acid peroxisomal oxidation	ACSL3; ACOX1; HSD17B4; PHYH	51; 2181; 5264; 3295	16	16
0.00159854086321	0.0501338252245	Hedgehog Signaling Pathway	Wikipathways	WP47	IHH; SAP18; STK36; DHH	27148; 10284; 3549; 50846	16	16
0.00159854086321	0.0501338252245	Morphine Metabolism Pathway	SMPDB	SMP00622	ERP29; DNAJB11; PDIA4; HSPA5	51726; 3309; 9601; 10961	16	16
0.00162303750727	0.0501338252245	Hemostasis	Reactome	R-HSA-109582	HSPA5; DOCK7; RAPGEF4; TNFRSF10B; PLCG1; KIF11; S100A10; ITIH3; HIST1H3H; CALM2; PIK3CA; KIF9; NRAS; MAPK1; H3F3B; MANF; PRKG2; ITGB1; MRVI1; RAB5A; SOD1; HIST1H3A; VEGFA; LAMP2; TMX3; SERPINF2; ATP2B1; GATA4; F11R; GNAQ; AKAP1; KIF5A; MAGED2; PPP2CB; SDC4; KIF23; GNG7; GNG5	11069; 5593; 9493; 8795; 4893; 8350; 54495; 8165; 7422; 3920; 5345; 3699; 6281; 50848; 5516; 6647; 85440; 805; 7873; 2626; 10335; 2787; 5868; 10916; 3832; 3798; 3021; 2788; 5290; 3688; 2776; 5594; 3309; 8357; 64147; 5335; 490; 6385	693	692
0.00176309492277	0.0502333033608	Apoptotic execution  phase	Reactome	R-HSA-75153	BCAP31; TJP1; HMGB2; CASP8; CTNNB1; H1F0; LMNA	4000; 841; 3005; 3148; 7082; 1499; 10134	53	53
0.0018069533583	0.0502333033608	Butyrate Metabolism	SMPDB	SMP00073	ECHS1; ACADS; HADH	1892; 3033; 35	8	8
0.0018069533583	0.0502333033608	Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids	SMPDB	SMP00480	ECHS1; ACADS; HADH	1892; 3033; 35	8	8
0.0018069533583	0.0502333033608	Short-chain 3-hydroxyacyl-CoA dehydrogenase deficiency (SCHAD)	SMPDB	SMP00568	ECHS1; ACADS; HADH	1892; 3033; 35	8	8
0.0018069533583	0.0502333033608	Release of Hh-Np from the secreting cell	Reactome	R-HSA-5362798	IHH; DHH; ADAM17	6868; 50846; 3549	8	8
0.0018069533583	0.0502333033608	Ligand-receptor interactions	Reactome	R-HSA-5632681	IHH; BOC; DHH	50846; 91653; 3549	8	8
0.00192341917849	0.05259447852	Signaling by FGFR3	Reactome	R-HSA-5654741	PIK3CA; PPP2CB; NRAS; SPRY2; PLCG1; MAPK1	10253; 5335; 5516; 4893; 5594; 5290	40	40
0.00203600532973	0.0547751111288	tnfr1 signaling pathway	BioCarta	tnfr1pathway	RIPK1; LMNA; CASP8; BAG4	4000; 9530; 8737; 841	17	17
0.00212572299545	0.0561582404157	miR-targeted genes in leukocytes - TarBase	Wikipathways	WP2003	CTNNB1; MAP3K8; RAB5C; PISD; TBCA; TXN2; CORO1C; HNRNPM; FMNL2; SLC1A4; CDK5RAP3; TXNRD1; TMED10	25828; 23603; 23761; 1499; 1326; 6902; 10972; 6509; 5878; 7296; 4670; 80279; 114793	156	156
0.00217936466126	0.0561582404157	TLR NFkB	INOH	None	PSMD1; CHUK; NFKBIE; PSMA1; IRAK4; PSMA5; PSMC2; PSMB1	5682; 51135; 5686; 5701; 1147; 5689; 4794; 5707	70	70
0.0021928089719	0.0561582404157	Copper homeostasis	Wikipathways	WP3286	SOD1; PIK3CA; MT1H; SCO1; ADAM17; MDM2; STEAP2	5290; 261729; 6341; 6647; 4496; 4193; 6868	55	55
0.00223262566069	0.0561582404157	Leukotriene metabolism	EHMN	Leukotriene metabolism	HADH; ACSL3; ALOX5; ACOX1; GSTZ1; ECHS1; ACOT8; ALDH1B1; HSD17B4; GSTK1	373156; 3033; 240; 10005; 219; 51; 2181; 3295; 2954; 1892	105	103
0.00225575665938	0.0561582404157	Axon guidance - Homo sapiens (human)	KEGG	path:hsa04360	EPHB2; ITGB1; ARHGEF12; PIK3CA; ROBO3; LIMK1; NRAS; DCC; EPHA1; MET; PLCG1; TRPC1; MAPK1; BOC	2048; 91653; 7220; 1630; 3688; 4233; 5290; 5335; 64221; 4893; 23365; 3984; 5594; 2041	177	176
0.00239881041513	0.0580143640142	Chagas disease (American trypanosomiasis) - Homo sapiens (human)	KEGG	path:hsa05142	PLCB2; GNAQ; PIK3CA; PPP2CB; CHUK; CASP8; IFNB1; MAPK1; MAPK11; IRAK4	1147; 5290; 5330; 2776; 841; 3456; 5516; 51135; 5594; 5600	104	104
0.00243588525122	0.0580143640142	FGF signaling pathway	PID	fgf_pathway	MET; PIK3CA; SDC4; SPRY2; PLCG1; MAPK1; FGFR4	2264; 5335; 10253; 5594; 5290; 6385; 4233	56	56
0.00244190591045	0.0580143640142	VEGFR1 specific signals	PID	vegfr1_pathway	VEGFA; PLCG1; MAPK1; CALM2; PIK3CA	805; 5335; 5594; 7422; 5290	29	29
0.00248585453091	0.0580143640142	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	Wikipathways	WP2797	CPT1A; GLIPR1; ACOX1; PEX11A; ABCB4; TXNRD1	11010; 8800; 1374; 7296; 5244; 51	42	42
0.00250421715169	0.0580143640142	Tuberculosis - Homo sapiens (human)	KEGG	path:hsa05152	ARHGEF12; RAB5A; RAB5C; RFX5; HSPA9; CASP8; IFNB1; HSPD1; MAPK1; LAMP2; KSR1; CALM2; IRAK4; MAPK11	5868; 3313; 5878; 3329; 805; 23365; 841; 3920; 5993; 3456; 8844; 51135; 5594; 5600	179	178
0.00269918476698	0.0616745231689	Caspase Cascade in Apoptosis	PID	caspase_pathway	LIMK1; CASP8; RIPK1; TNFRSF10B; SREBF1; LMNA; KRT18	8737; 4000; 8795; 3984; 841; 3875; 6720	57	57
0.00280947084975	0.0625832630991	Plasma membrane estrogen receptor signaling	PID	er_nongenomic_pathway	PLCB2; ESR2; GNAQ; PIK3CA; NRAS; MAPK11	2776; 5330; 4893; 2100; 5600; 5290	43	43
0.00285151558485	0.0625832630991	Omega-6 fatty acid metabolism	EHMN	Omega-6 fatty acid metabolism	HADH; ACOX1; HSD17B4; ACSL3; ECHS1	3295; 3033; 1892; 51; 2181	30	30
0.00285151558485	0.0625832630991	Oxidative Stress	Wikipathways	WP408	TXN2; NFE2L2; TXNRD1; SOD2; SOD1	4780; 6648; 6647; 25828; 7296	30	30
0.00314575910479	0.0651006792027	Etoposide Action Pathway	SMPDB	SMP00442	ERP29; DNAJB11; PDIA4; HSPA5	51726; 3309; 9601; 10961	19	19
0.00314575910479	0.0651006792027	Etoposide Metabolism Pathway	SMPDB	SMP00601	ERP29; DNAJB11; PDIA4; HSPA5	51726; 3309; 9601; 10961	19	19
0.00316361847513	0.0651006792027	Structural Pathway of Interleukin 1 (IL-1)	Wikipathways	WP2637	MAP3K8; TANK; CHUK; MAPK1; MAPK11; IRAK4	1326; 1147; 5600; 51135; 10010; 5594	44	44
0.00316361847513	0.0651006792027	Death Receptor Signalling	Reactome	R-HSA-73887	BAG4; CHUK; CASP8; RIPK1; TNFRSF10B; ADAM17	6868; 8737; 9530; 8795; 1147; 841	44	44
0.00323942228646	0.0651006792027	PERK regulates gene expression	Reactome	R-HSA-381042	EIF2AK3; HSPA5	3309; 9451	3	3
0.00323942228646	0.0651006792027	inosine-5,-phosphate biosynthesis	HumanCyc	PWY-6124	PAICS; ADSL	10606; 158	3	3
0.00323942228646	0.0651006792027	Signaling by plasma membrane FGFR1 fusions	Reactome	R-HSA-8853336	BAG4; ERLIN2	11160; 9530	3	3
0.00330856885352	0.0656987243771	ErbB4 signaling events	PID	erbb4_pathway	WWP1; PIK3CA; MDM2; MAPK1; ADAM17	6868; 5594; 4193; 11059; 5290	31	31
0.00355566395708	0.0667967703528	Pathways in cancer - Homo sapiens (human)	KEGG	path:hsa05200	ARHGEF12; HSP90B1; CTNNB1; PLCG1; DVL2; AXIN1; MET; PIK3CA; NRAS; DCC; HSP90AB1; MAPK1; ITGB1; PLCB2; CHUK; FLT3LG; MDM2; EGLN1; GNAQ; CASP8; GNG7; GNG5; STK36; VEGFA	4193; 8312; 4233; 2776; 2323; 27148; 2787; 2788; 4893; 54583; 1499; 23365; 841; 7184; 1147; 5290; 5330; 5335; 7422; 5594; 3326; 1630; 3688; 1856	397	397
0.00360047590026	0.0667967703528	Oxidative Stress Induced Senescence	Reactome	R-HSA-2559580	CDKN2C; TFDP2; TNIK; MAPK1; MAPK11; PHC3; HIST1H2AE; HIST1H3H; MDM2; HIST1H3A; H3F3B	7029; 5594; 4193; 8350; 8357; 80012; 1031; 23043; 3012; 5600; 3021	129	128
0.00361598669917	0.0667967703528	DNA Damage Response (only ATM dependent)	Wikipathways	WP710	DVL2; SOD2; AXIN1; PIK3CA; NRAS; CTNNB1; PIK3C2A; MAPK1; BCL2L11; MDM2	6648; 1499; 5594; 4893; 1856; 4193; 5290; 5286; 8312; 10018	110	110
0.0036213362603	0.0667967703528	RIG-I-like Receptor Signaling	Wikipathways	WP3865	TANK; CHUK; CASP8; IFNB1; RIPK1; ISG15; MAPK11	1147; 5600; 9636; 3456; 8737; 10010; 841	60	60
0.0036213362603	0.0667967703528	Long-term depression - Homo sapiens (human)	KEGG	path:hsa04730	PLCB2; GNAQ; PPP2CB; NRAS; MAPK1; PRKG2; CRH	5516; 2776; 4893; 5593; 5594; 5330; 1392	60	60
0.00368423433601	0.0667967703528	mitochondrial fatty acid beta-oxidation of saturated fatty acids	Reactome	R-HSA-77286	HADH; ACADS; ECHS1	35; 3033; 1892	10	10
0.00368423433601	0.0667967703528	Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids	SMPDB	SMP00482	CPT1A; ECHS1; HADH	1374; 1892; 3033	10	10
0.00368423433601	0.0667967703528	Removal of the Flap Intermediate from the C-strand	Reactome	R-HSA-174437	POLD3; DNA2; RPA3	1763; 10714; 6119	10	10
0.00373420895804	0.0669748445378	VEGF	INOH	None	MAP3K8; RPS6KA6; PIK3CA; RPS6KB1; CHUK; RIPK1; MET; PLCG1; MAPK1; VEGFA; MAPK11; PRKG2; FGFR4; IRAK4	2264; 5593; 7422; 4233; 1147; 1326; 6198; 5335; 51135; 5600; 8737; 5594; 27330; 5290	188	186
0.00381604108578	0.0671756429334	Valine Leucine Isoleucine degradation	INOH	None	ALDH1B1; HADH; ACADS; HIBADH; ECHS1	3033; 219; 35; 1892; 11112	32	32
0.00383023820801	0.0671756429334	S1P1 pathway	PID	s1p_s1p1_pathway	PLCB2; MAPK1; VEGFA; PLCG1	5594; 7422; 5330; 5335	20	20
