p-value	q-value	pathway	source	external_id	members_input_overlap	members_input_overlap_geneids	size	effective_size
4.8490560201e-05	0.00267873609838	beta-Alanine metabolism - Homo sapiens (human)	KEGG	path:hsa00410	MLYCD; AOC3; CNDP1; GAD1; SMOX; DPYD; ALDH3A1; ALDH2; ACADM; DPYS; ECHS1; ALDH6A1; ALDH9A1; ABAT; ALDH7A1; ALDH1B1; EHHADH; HIBCH; ALDH1A3	2571; 1806; 1807; 18; 34; 26275; 1962; 8639; 217; 218; 219; 220; 223; 54498; 1892; 4329; 501; 23417; 84735	31	31
5.1646454401e-05	0.00278233082195	Small cell lung cancer - Homo sapiens (human)	KEGG	path:hsa05222	BCL2L1; PTGS2; PTK2; FHIT; BIRC7; ITGA2; NFKBIA; BIRC3; LAMA2; ITGA6; AKT1; AKT2; IKBKG; TRAF4; LAMB4; CCNE2; CCNE1; CKS1B; PIK3R3; CDKN2B; TRAF2; LAMA3; LAMA4; TRAF5; CKS2; RXRG; RXRA; COL4A4; COL4A3; COL4A2; COL4A1; LAMC2; LAMC3; LAMC1; E2F3; E2F2; E2F1; ITGAV; CASP9; CDK6	1030; 7186; 7188; 3655; 10319; 79444; 598; 3673; 3685; 5743; 6256; 6258; 5747; 1163; 1164; 4792; 842; 207; 208; 2272; 1282; 1284; 1285; 1286; 22798; 8503; 3908; 8517; 3910; 1869; 1870; 1871; 898; 9618; 3909; 9134; 330; 3915; 3918; 1021	86	86
5.18920723786e-05	0.00278233082195	Fatty Acid Biosynthesis	Wikipathways	WP357	HADH; PECR; ACACA; PC; ACSL1; ACSL6; ACSL4; ACACB; ECH1; ECHDC1; ECHS1; ACLY; ECHDC3; ECHDC2; ACAA2	55268; 23305; 1891; 1892; 79746; 5091; 55825; 2182; 2180; 10449; 55862; 32; 31; 3033; 47	22	22
6.5075484067e-05	0.0031485870994	Alanine and aspartate metabolism	Wikipathways	WP106	ASPA; GOT2; AGXT; PC; ABAT; GPT; GOT1; ASS1; GAD1; ASL	435; 2875; 443; 18; 445; 2571; 5091; 189; 2806; 2805	12	12
6.5075484067e-05	0.0031485870994	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	Reactome	R-HSA-75035	YWHAZ; CCNB1; CDC25C; SFN; CDK1; YWHAH; WEE1; YWHAE; YWHAG; CHEK1	995; 7534; 2810; 7532; 7533; 1111; 891; 7531; 983; 7465	12	12
6.5075484067e-05	0.0031485870994	isoleucine degradation	HumanCyc	ILEUDEG-PWY	HSD17B10; ECHS1; BCAT2; BCAT1; ACAT1; ACAT2; BCKDHB; ACADSB; BCKDHA; DBT	3028; 36; 38; 39; 594; 1892; 586; 593; 587; 1629	12	12
6.72606041816e-05	0.0031485870994	NRF2 pathway	Wikipathways	WP2884	SLC6A2; SLC6A7; GSTA4; SLC6A9; ALDH3A1; EPHA3; EPHA2; SLC2A11; SLC2A10; SLC5A1; SLC5A3; ME1; SLC5A5; SLC5A6; MAFF; MAFG; TGFA; HSP90AB1; SLC39A10; SLC39A14; EGR1; CBR3; SLC5A12; HBEGF; SLC5A11; GSTM5; FGF13; SLC6A11; FTH1; SLC6A17; SLC6A16; TXNRD1; UGT2B7; SLC6A8; SLC2A13; RXRA; CES3; GGT1; GSTA2; HSP90AA1; HGF; SLC39A1; SLC39A2; NQO1; SLC39A5; SLC39A6; SLC39A7; SQSTM1; CYP4A11; GSTT2; SLC2A9; GSTM1; SLC2A5; G6PD; SLC7A11; GSTP1; ABCC5; GSTM2; ABCC3	7364; 218; 159963; 3320; 3326; 1839; 28968; 8714; 388662; 10057; 23764; 1958; 8878; 2495; 81031; 27173; 2258; 4097; 6256; 7039; 6518; 115584; 8884; 6538; 29986; 25800; 4199; 23491; 283375; 57181; 2042; 1728; 2678; 114134; 23657; 6536; 6534; 6535; 6530; 66035; 56606; 2939; 3082; 7922; 7296; 6523; 6526; 6528; 2950; 2953; 2949; 2946; 2944; 1969; 874; 2941; 23516; 1579; 2539	142	142
7.13243584099e-05	0.0031485870994	Sema3A PAK dependent Axon repulsion	Reactome	R-HSA-399954	RAC1; PLXNA2; PLXNA1; LIMK1; FYN; PLXNA4; HSP90AB1; FES; CFL1; HSP90AA1; NRP1; PAK3	91584; 2534; 3320; 5063; 5362; 3326; 3984; 2242; 5361; 1072; 8829; 5879	16	16
7.1676557666e-05	0.0031485870994	Long chain acyl-CoA dehydrogenase deficiency (LCAD)	SMPDB	SMP00539	ACSL1; ACAA2; HADHB; CPT2; ACAT1; ECHS1; ACADS; ACADSB; ACADL; ACADM; GCDH	1376; 1892; 3032; 10449; 2180; 33; 34; 36; 35; 38; 2639	14	14
7.1676557666e-05	0.0031485870994	Trifunctional protein deficiency	SMPDB	SMP00545	ACSL1; ACAA2; HADHB; CPT2; ACAT1; ECHS1; ACADS; ACADSB; ACADL; ACADM; GCDH	1376; 1892; 3032; 10449; 2180; 33; 34; 36; 35; 38; 2639	14	14
7.1676557666e-05	0.0031485870994	Carnitine palmitoyl transferase deficiency (II)	SMPDB	SMP00541	ACSL1; ACAA2; HADHB; CPT2; ACAT1; ECHS1; ACADS; ACADSB; ACADL; ACADM; GCDH	1376; 1892; 3032; 10449; 2180; 33; 34; 36; 35; 38; 2639	14	14
7.1676557666e-05	0.0031485870994	Very-long-chain acyl coa dehydrogenase deficiency (VLCAD)	SMPDB	SMP00540	ACSL1; ACAA2; HADHB; CPT2; ACAT1; ECHS1; ACADS; ACADSB; ACADL; ACADM; GCDH	1376; 1892; 3032; 10449; 2180; 33; 34; 36; 35; 38; 2639	14	14
7.1676557666e-05	0.0031485870994	Medium chain acyl-coa dehydrogenase deficiency (MCAD)	SMPDB	SMP00542	ACSL1; ACAA2; HADHB; CPT2; ACAT1; ECHS1; ACADS; ACADSB; ACADL; ACADM; GCDH	1376; 1892; 3032; 10449; 2180; 33; 34; 36; 35; 38; 2639	14	14
7.1676557666e-05	0.0031485870994	Short Chain Acyl CoA Dehydrogenase Deficiency (SCAD Deficiency)	SMPDB	SMP00235	ACSL1; ACAA2; HADHB; CPT2; ACAT1; ECHS1; ACADS; ACADSB; ACADL; ACADM; GCDH	1376; 1892; 3032; 10449; 2180; 33; 34; 36; 35; 38; 2639	14	14
7.1676557666e-05	0.0031485870994	Fatty acid Metabolism	SMPDB	SMP00051	ACSL1; ACAA2; HADHB; CPT2; ACAT1; ECHS1; ACADS; ACADSB; ACADL; ACADM; GCDH	1376; 1892; 3032; 10449; 2180; 33; 34; 36; 35; 38; 2639	14	14
7.1676557666e-05	0.0031485870994	Glutaric Aciduria Type I	SMPDB	SMP00185	ACSL1; ACAA2; HADHB; CPT2; ACAT1; ECHS1; ACADS; ACADSB; ACADL; ACADM; GCDH	1376; 1892; 3032; 10449; 2180; 33; 34; 36; 35; 38; 2639	14	14
7.1676557666e-05	0.0031485870994	Ethylmalonic Encephalopathy	SMPDB	SMP00181	ACSL1; ACAA2; HADHB; CPT2; ACAT1; ECHS1; ACADS; ACADSB; ACADL; ACADM; GCDH	1376; 1892; 3032; 10449; 2180; 33; 34; 36; 35; 38; 2639	14	14
7.1676557666e-05	0.0031485870994	Carnitine palmitoyl transferase deficiency (I)	SMPDB	SMP00538	ACSL1; ACAA2; HADHB; CPT2; ACAT1; ECHS1; ACADS; ACADSB; ACADL; ACADM; GCDH	1376; 1892; 3032; 10449; 2180; 33; 34; 36; 35; 38; 2639	14	14
7.43507229397e-05	0.00322717542664	Pyruvate metabolism - Homo sapiens (human)	KEGG	path:hsa00620	PCK2; GRHPR; PCK1; ME1; ME2; ACAT1; HAGH; PC; ACAT2; LDHD; ACOT12; LDHA; ACACA; ACACB; DLAT; ALDH9A1; ALDH7A1; ALDH1B1; PDHB; ACYP1; ACYP2; ALDH2	197257; 32; 9380; 38; 39; 5162; 31; 1737; 5091; 3029; 217; 219; 223; 97; 98; 3939; 4199; 4200; 5105; 5106; 501; 134526	39	39
7.54706853959e-05	0.00323724845828	Validated targets of C-MYC transcriptional activation	PID	myc_activpathway	HSPA4; BIRC5; GAPDH; KAT2A; SMAD3; NDUFAF2; PDCD10; MTDH; PEG10; CAD; RUVBL1; SUPT7L; RUVBL2; SUPT3H; HSPD1; PFKM; TFRC; FOSL1; CDCA7; SERPINI1; LDHA; NBN; CDC25A; BCAT1; HMGA1; BAX; TK1; SNAI1; NPM1; SHMT1; CCNB1; E2F3; NME1; NME2; CCND2; ID2; TAF9; MMP9; HSP90AA1; CREBBP; RPL11	11235; 92140; 7037; 6615; 586; 581; 4831; 6470; 9913; 7083; 6880; 4869; 8607; 790; 3939; 5274; 2648; 8061; 4088; 993; 83879; 4830; 3329; 332; 4318; 4683; 3308; 3398; 2597; 5213; 1871; 1387; 3159; 3320; 8464; 23089; 6135; 891; 91942; 894; 10856	90	90
8.17457302779e-05	0.00346563875109	DNA Damage Response	Wikipathways	WP707	RAD17; SESN1; RFC1; BAX; PRKDC; ATR; FANCD2; CCNE2; GADD45A; GADD45B; CCNE1; GADD45G; ATRIP; RRM2B; NBN; CHEK1; CDK6; CDC25C; CDC25A; RAD1; CCNB3; CCNB2; CCNB1; E2F1; TLK2; CCND2; H2AFX; CASP9; SFN; CDK1; CDK5; RAD51; RAD50	9134; 84126; 50484; 983; 5884; 1020; 5888; 4616; 27244; 4683; 5981; 11011; 581; 1111; 10912; 2177; 545; 1021; 995; 891; 894; 2810; 993; 898; 9133; 1869; 10111; 5591; 1647; 842; 3014; 5810; 85417	68	68
8.69314608729e-05	0.00364312765911	ECM-receptor interaction - Homo sapiens (human)	KEGG	path:hsa04512	ITGA9; CHAD; ITGA1; ITGA2; ITGA6; ITGA7; COL2A1; LAMB4; LAMC1; THBS4; TNR; TNXB; THBS1; ITGB8; SV2A; GP5; GP6; HMMR; LAMA2; LAMA3; LAMA4; ITGB6; CD44; VTN; COL4A4; COL4A3; COL4A2; COL4A1; LAMC2; LAMC3; TNN; SDC1; SDC4; ITGAV; SPP1; COL6A1; VWF; COL6A2	1280; 1282; 1284; 1285; 1286; 1291; 1292; 22798; 7060; 3694; 3161; 7448; 7450; 51206; 6696; 9900; 6382; 63923; 960; 3680; 3908; 3909; 3910; 3915; 1101; 3918; 10319; 3672; 3673; 3679; 7057; 3685; 7143; 7148; 3696; 6385; 2814; 3655	82	82
8.97259603865e-05	0.00371750967692	Metabolism of amino acids and derivatives	Reactome	R-HSA-71291	GRHPR; SLC6A7; CKB; SLC6A8; MAT1A; NQO1; DHTKD1; PYCR2; PYCR1; ASS1; RPL22L1; RARS; GOT2; EEFSEC; GOT1; IARS; BCAT2; BCAT1; SLC45A2; RPL11; PHGDH; GPT; AGXT2; SHMT1; DBH; PYCRL; PSPH; CSAD; DBT; HSD17B10; RPL8; BBOX1; RPL7; SERINC1; GLUL; HDC; BCKDK; TST; UROC1; GLDC; DIO1; DIO2; DIO3; PDHB; TXNRD1; NMRAL1; DLAT; DDO; MCCC1; BHMT; IVD; ALDH4A1; ARG1; CBS; FTCD; EEF1E1; GAMT; APIP; INMT; LIPT1; KMO; HAAO; AGXT; ADI1; ASPG; ASPA; AMDHD1; ACAT1; ETHE1; SLC6A11; ASL; RPL36A; LARS; ENOPH1; ALDH9A1; ACADSB; ALDH7A1; QARS; PIPOX; CKMT2; GSTZ1; GLUD1; HIBCH; GLS2; TMLHE; IDO2; IYD; IDO1; GNMT; AZIN1; PCBD1; CKMT1A; AIMP1; SLC5A5; GCDH; PAPSS2; SMOX; DAO; FAH; NNMT; TH; EPRS; SUOX; FOLH1; TDO2; AADAT; MTR; TPH1; ALDH6A1; ACMSD; FOLH1B; OAZ2; OAZ3; PSAT1; BCKDHB; BCKDHA; HAO1	1152; 2954; 23474; 594; 23498; 445; 548596; 3620; 2746; 51601; 51686; 223; 55217; 51074; 26275; 51520; 55256; 60678; 9255; 1621; 169355; 29920; 51380; 8528; 5162; 10295; 200916; 6821; 1728; 6999; 56922; 2184; 7166; 7296; 7263; 9521; 501; 27165; 6534; 58478; 2752; 6173; 635; 593; 57515; 4329; 51268; 7054; 1629; 27232; 38; 1735; 5092; 6129; 587; 3712; 5859; 6528; 51151; 2875; 6470; 4947; 1160; 2639; 6132; 5723; 55526; 6535; 9380; 443; 1737; 4837; 3376; 383; 6538; 2731; 2806; 4143; 8659; 11185; 219595; 9060; 435; 2346; 8424; 10841; 3028; 2805; 1610; 2593; 1734; 5831; 875; 57407; 374569; 8564; 131669; 65263; 389434; 144193; 586; 54363; 36; 26227; 1733; 29968; 54498; 3067; 5917; 6135; 2058; 64902; 4548; 51166; 189; 51582; 130013	328	325
9.20082186864e-05	0.00374395225558	androgen biosynthesis	HumanCyc	PWY66-378	CYP17A1; HSD3B1; HSD3B2; SRD5A2; SRD5A1; HSD17B3; AKR1C3	3284; 6715; 1586; 8644; 3283; 6716; 3293	7	7
9.24179108619e-05	0.00374395225558	Propanoate metabolism	INOH	None	MUT; ECHS1; HADHB; PCCA; ALDH6A1; ALDH2; ACADM; ACAA2; ACAA1; ALDH9A1; ALDH7A1; ALDH1B1; ACAD11; EHHADH; LDHA; ALDH1A2	3939; 501; 84129; 3032; 5095; 30; 219; 223; 4594; 10449; 34; 4329; 217; 1892; 1962; 8854	25	25
9.54866914805e-05	0.00380104671821	Binding and Uptake of Ligands by Scavenger Receptors	Reactome	R-HSA-2173782	STAB1; HP; SAA1; HBB; COL3A1; APOA1; HSPH1; HYOU1; AMBP; FTH1; APOL1; HPX; COL4A2; COL4A1; HBA1; HBA2; LRP1; CD163; ALB; MASP1; COLEC12; COLEC11; HSP90AA1	3043; 335; 78989; 1284; 2495; 9332; 259; 3320; 23166; 6288; 3039; 5648; 10525; 3240; 8542; 81035; 4035; 213; 3040; 1281; 10808; 1282; 3263	42	42
9.59123143378e-05	0.00380104671821	ATR signaling pathway	PID	atr_pathway	YWHAZ; CEP164; RAD17; RAD51; PLK1; CLSPN; CDC25C; RFC4; CDC25A; CCNA2; MCM2; RFC3; SMARCAL1; ATRIP; FANCD2; ATR; NBN; RAD1; TOPBP1; CDC6; CHEK1	995; 5888; 545; 5810; 84126; 5347; 1111; 11073; 993; 5983; 5884; 63967; 7534; 50485; 4683; 5984; 890; 2177; 990; 22897; 4171	37	37
9.70201843041e-05	0.00380360851584	Arginine Proline metabolism	INOH	None	AOC3; GAMT; CKB; CKMT1A; P4HA2; GLUL; ALDH2; ABAT; PYCR1; ASS1; GAD1; RARS; GOT2; EPRS; GOT1; ASL; ALDH9A1; ALDH7A1; ALDH1B1; ALDH4A1; PYCRL; CKMT2; ARG1; GLUD1; MAOB; MAOA; SDHB; SDHD	2805; 2593; 1160; 2806; 548596; 4128; 65263; 2746; 18; 4129; 6392; 223; 2571; 5917; 2752; 383; 2058; 6390; 445; 8974; 8659; 5831; 1152; 217; 435; 501; 219; 8639	55	55
0.000108474791475	0.00420743712467	FoxO family signaling	PID	foxopathway	PLK1; CAT; FOXO3; AKT1; ZFAND5; MAPK10; YWHAZ; BCL2L11; RAN; GADD45A; YWHAH; CSNK1D; YWHAG; YWHAE; SIRT1; CSNK1G3; CSNK1G1; MST1; CCNB1; SGK1; G6PC; FOXO1; SFN; CREBBP; FBXO32; RALA	5347; 6446; 847; 7532; 5901; 2308; 7763; 7531; 1387; 207; 5602; 1647; 1453; 23411; 2309; 2538; 891; 7534; 1456; 5898; 114907; 10018; 2810; 7533; 53944; 4485	52	50
0.000117124572253	0.00449511779404	p53 signaling pathway - Homo sapiens (human)	KEGG	path:hsa04115	CD82; RFWD2; SESN1; BAX; EI24; IGF1; ATR; RRM2; GADD45G; SERPINE1; CCNE2; GADD45A; GADD45B; CCNE1; THBS1; PERP; RRM2B; CHEK1; CDKN2A; TP53I3; IGFBP3; CCND2; MDM4; CCNB3; CCNB2; CCNB1; GTSE1; TP73; CASP9; SFN; CDK1; CDK6; STEAP3	1029; 4616; 983; 898; 7057; 7161; 3732; 3479; 3486; 10912; 545; 64326; 6241; 85417; 9133; 9134; 50484; 5054; 64065; 9538; 9540; 581; 55240; 842; 51512; 1111; 4194; 27244; 1647; 2810; 891; 1021; 894	69	69
0.000135704881797	0.00515395832325	Platelet degranulation 	Reactome	R-HSA-114608	SYTL4; HSPA5; FAM3C; PROS1; ECM1; HABP4; PLG; STXBP2; ITIH4; CDC37L1; PECAM1; SERPINA4; CYB5R1; CALM1; MMRN1; SOD1; APOH; THBS1; SERPINE1; SERPINF2; MANF; TF; TAGLN2; FGG; EGF; FGA; FGB; A1BG; PDGFA; IGF1; ALDOA; WDR1; FAM49B; VTI1B; OLA1; CD9; CFL1; GTPBP2; HGF; CLU; HRG; ACTN2; ORM1; ORM2; CD109; ALB; CALU; PCDH7; APOA1; SERPING1; SPP2; VWF; SELP; APP; PPIA	10447; 7450; 55664; 6403; 7873; 7018; 22927; 2244; 350; 1072; 3309; 1950; 5175; 22915; 801; 88; 7057; 3700; 928; 5478; 51571; 5054; 54676; 5267; 1893; 3082; 6694; 135228; 5005; 5099; 8407; 94121; 813; 3273; 2266; 5627; 3479; 5154; 2243; 6813; 10490; 29789; 335; 710; 5340; 9948; 226; 5004; 351; 6647; 5345; 1191; 213; 51706; 1	133	133
0.00013911759142	0.00522910039502	Metabolism of carbohydrates	Reactome	R-HSA-71387	PCK2; AGL; MAN2B2; LYVE1; BGN; PCK1; FBP1; B3GAT3; SLC25A12; UGP2; DCN; B3GNT7; B3GNT2; CALM1; NDST1; NDST3; PYGB; KHK; GOT2; GOT1; PYGL; GUSB; HK2; NUP93; SLC45A3; TPR; NUPL2; CSPG5; SLC2A5; SDC4; HYAL1; NUP205; DSEL; PGM1; GAPDH; AKR1A1; RSC1A1; PC; TKT; B4GALT1; B4GALT3; HMMR; B3GNT4; EPM2A; GLYCTK; GCKR; PHKA2; SLC26A2; GYS2; DSE; CHST5; CHST7; BCAN; SDC1; G6PD; G6PC; PFKFB2; HS6ST2; NUP133; SDC3; ACAN; PGAM2; LUM; HS3ST1; PRELP; GALT; NAGLU; SORD; NUP155; ENO3; IDUA; OMD; HEXA; XYLB; GNS; HS3ST4; BPGM; DCXR; SLC5A1; SLC5A3; GYG1; DERA; PAPSS2; SLC37A4; PFKP; CRYL1; PFKM; PFKL; RPIA; ST3GAL6; CD44; GPC3; GPC6; ALDOA; ALDOC; ALDOB; CHST14; PFKFB1; HEXB; PFKFB4; NUP37; ABCC5; CHPF; RAE1	4958; 26229; 2799; 9348; 1634; 2592; 8703; 9951; 29940; 6652; 23563; 2646; 669; 6382; 23324; 4669; 9942; 63827; 3099; 178; 9631; 7086; 2027; 4060; 960; 5236; 5549; 7175; 10057; 7360; 5106; 6518; 9672; 10402; 79023; 56548; 11097; 5105; 2992; 2683; 55746; 5836; 3340; 9688; 2990; 113189; 5834; 2539; 23165; 5256; 10082; 8480; 5211; 230; 3373; 5224; 5208; 801; 5214; 9957; 51071; 2806; 2597; 85414; 51181; 9060; 10675; 2719; 2203; 5213; 2805; 2542; 633; 3795; 10678; 3161; 5207; 226; 3425; 93010; 10327; 5091; 2538; 90161; 3074; 5210; 1836; 6523; 132158; 92126; 176; 8604; 7957; 2998; 10894; 3073; 51084; 6526; 229; 79586; 6385; 22934; 79369; 6248	288	286
0.000154036495218	0.00568513952547	Aurora B signaling	PID	aurora_b_pathway	STMN1; BIRC5; DES; CBX5; NDC80; KIF2C; PEBP1; RACGAP1; SMC2; SMC4; AURKA; AURKB; EVI5; CDCA8; BUB1; CENPA; NCAPD2; NPM1; MYLK; KIF23; NCAPH; NCAPG; KIF20A	10112; 699; 55143; 4638; 9493; 5037; 9918; 7813; 11004; 10403; 23468; 6790; 9212; 23397; 1674; 64151; 1058; 10051; 3925; 10592; 29127; 332; 4869	43	43
0.000154368846139	0.00568513952547	Integrated Pancreatic Cancer Pathway	Wikipathways	WP2377	TRAF2; PTGS2; PDGFRA; CD82; STMN1; SRC; PLK1; NODAL; SMAD6; JUNB; PRKAA2; BAX; DCC; CASP10; AKT1; MAP2K1; EZH2; NOXA1; RB1CC1; MAP3K5; EGF; DAXX; BUB1B; CCNA2; EGR1; JUN; MST1; THBS1; HSP90AB1; PRKCA; PIAS1; MAPK4; FADD; PTTG1; TOP2A; CDKN2B; PDGFA; SIRT1; IGF1; LTBP1; RAC1; CDC25C; FKBP1A; CAMK2A; RXRA; BLM; SMAD2; MYT1; LEFTY1; CASP7; E2F4; CCNE1; SOS1; ESR1; APP; TNFRSF1A; GSK3A; BAD; CASP9; PDK1; TYMS; GRB2; AGPAT2; RAD51; RAD50; NTF3; RHEB	3925; 3479; 5743; 3326; 3725; 2099; 7057; 6009; 10811; 815; 995; 9821; 6714; 1958; 10111; 5596; 6654; 4485; 5154; 5156; 5604; 7132; 2146; 5563; 4217; 581; 2280; 2931; 23411; 843; 842; 840; 6256; 641; 10637; 5879; 572; 1874; 10555; 1630; 2885; 7153; 1030; 8772; 701; 3726; 9232; 4052; 4838; 5347; 5578; 4087; 5888; 3732; 1616; 7298; 890; 4091; 5163; 4908; 207; 898; 8554; 4661; 351; 7186; 1950	170	170
0.000159631360641	0.00576828655459	fatty acid &beta;-oxidation	HumanCyc	FAO-PWY	HADH; HSD17B10; ACAA2; HADHB; EHHADH; ACSL1; SCP2; ACSL4; ECHS1; ACAA1; ACSL6; ACADL; SLC27A2	3028; 2180; 33; 6342; 3032; 11001; 1892; 30; 1962; 10449; 2182; 3033; 23305	19	19
0.000164683354172	0.00576828655459	Mitotic Prometaphase	Reactome	R-HSA-68877	MAD2L1; NUP133; AHCTF1; PLK1; ZWINT; BIRC5; DSN1; ITGB3BP; BUB1B; BUB1; KIF2A; KIF2C; NDC80; CENPH; NUDC; SMC4; SKA1; AURKB; CDCA5; CDCA8; CENPM; CENPL; CENPK; BUB3; RAD21; CENPF; CENPE; NCAPH; KIF18A; CENPA; NCAPD2; ZWILCH; CSNK2A2; CENPP; NUF2; CCNB2; CCNB1; PMF1; ERCC6L; NUP37; CDC20; CDK1; SMC2; PPP2R5B; KNTC1; NCAPG; SPC25; CKAP5	55143; 23421; 983; 10726; 1058; 9212; 25909; 91687; 64946; 57405; 64151; 11130; 3796; 4085; 5885; 9793; 9133; 9735; 55055; 23397; 81930; 10051; 79023; 332; 1062; 401541; 220134; 55746; 83540; 5347; 64105; 54821; 11243; 991; 11004; 79019; 9184; 1459; 10403; 79980; 699; 9918; 113130; 891; 1063; 701; 10592; 5526	113	113
0.000167701145032	0.00576828655459	Ketone body metabolism	Reactome	R-HSA-74182	HMGCS2; HMGCL; ACAT1; OXCT1; HMGCLL1; AACS; BDH2; BDH1	622; 54511; 65985; 5019; 38; 3155; 3158; 56898	9	9
0.000167701145032	0.00576828655459	Carnosinuria, carnosinemia	SMPDB	SMP00493	AOC3; DPYD; ALDH2; GAD1; DPYS; ALDH6A1; ABAT; CNDP1	84735; 2571; 1807; 1806; 18; 4329; 217; 8639	9	9
0.000167701145032	0.00576828655459	Ureidopropionase deficiency	SMPDB	SMP00492	AOC3; DPYD; ALDH2; GAD1; DPYS; ALDH6A1; ABAT; CNDP1	84735; 2571; 1807; 1806; 18; 4329; 217; 8639	9	9
0.000167701145032	0.00576828655459	GABA-Transaminase Deficiency	SMPDB	SMP00351	AOC3; DPYD; ALDH2; GAD1; DPYS; ALDH6A1; ABAT; CNDP1	84735; 2571; 1807; 1806; 18; 4329; 217; 8639	9	9
0.000167701145032	0.00576828655459	Beta-Alanine Metabolism	SMPDB	SMP00007	AOC3; DPYD; ALDH2; GAD1; DPYS; ALDH6A1; ABAT; CNDP1	84735; 2571; 1807; 1806; 18; 4329; 217; 8639	9	9
0.000183744425077	0.00619613252896	Polo-like kinase mediated events	Reactome	R-HSA-156711	CCNB2; CCNB1; LIN9; CDC25C; CENPF; LIN37; PKMYT1; PLK1; FOXM1; WEE1; MYBL2; CDC25A	995; 55957; 9088; 993; 891; 9133; 1063; 2305; 5347; 286826; 4605; 7465	17	17
0.000183744425077	0.00619613252896	Mitochondrial LC-Fatty Acid Beta-Oxidation	Wikipathways	WP368	CPT2; PECR; ACADS; HADH; ACADL; ACSF2; ACSL1; SCP2; ACSL4; SLC25A20; EHHADH; ACADM	80221; 6342; 33; 1962; 34; 55825; 2182; 2180; 35; 1376; 3033; 788	17	17
0.000185238191348	0.00619613252896	Tryptophan metabolism	Wikipathways	WP465	CYP2J2; HSD17B10; IDO1; INMT; CAT; HAAO; GCDH; ECHS1; CYP4F12; UBE3A; ACAT1; ALDH1A2; TDO2; AADAT; WARS; TPH1; ALDH9A1; ACMSD; UBR5; HADH; CYP19A1; ALDH2; MAOB; CYP2C18	217; 2639; 66002; 1892; 6999; 4129; 51366; 7453; 3028; 1562; 7337; 23498; 11185; 3620; 223; 847; 38; 51166; 130013; 1588; 7166; 3033; 1573; 8854	46	46
0.000189991854474	0.00625632436662	G2/M DNA damage checkpoint	Reactome	R-HSA-69473	RAD17; HIST2H2BE; RFC4; HIST1H4H; RFC3; ATR; RAD1; UBE2V2; UIMC1; HIST2H4A; YWHAZ; DNA2; FAM175A; EXO1; RMI1; ATRIP; YWHAH; NBN; RAD9B; WEE1; YWHAG; YWHAE; CDC25C; HIST1H2BD; HIST1H2BE; HIST1H2BF; HIST1H2BG; TP53BP1; HIST1H2BC; HIST1H2BN; HIST1H2BJ; HIST1H2BK; BLM; CCNB1; TOPBP1; H2AFX; SFN; CDK1; RNF8; RAD50; BRE; CHEK1	995; 8365; 80010; 84126; 983; 85236; 8349; 3017; 8370; 7158; 8343; 9577; 7532; 3014; 7336; 8339; 2810; 4683; 1763; 84142; 5810; 8341; 5884; 8344; 9156; 10111; 641; 11073; 545; 7531; 51720; 1111; 7465; 9025; 5983; 7534; 891; 8970; 5984; 8347; 7533; 144715	97	96
