p-value	q-value	complex_name	source	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.00306379930083	0.614932831637	Wnt:HSPG	INOH	WNT3A; HSPG2; AGRN; WNT10A; WNT10B; WNT8B; WNT2B; CD44; GPC1; WNT16; WNT3; SDC1; SDC2; SDC3; SDC4; WNT6; WNT4; WNT9B; WNT2; WNT5B; WNT7A; WNT11	960; 2817; 3339; 6382; 6383; 6385; 7472; 7473; 7475; 7476; 7479; 7480; 7481; 7482; 7484; 9672; 51384; 54361; 80326; 81029; 89780; 375790	28	28
0.00306379930083	0.614932831637	ALL-1 supercomplex	CORUM	HDAC1; KDM1A; HDAC2; SYMPK; TAF12; SMARCC1; SMARCA2; CPSF2; SAP30; RAN; EFTUD2; SAP18; MTA2; SIN3A; WDR5; SMARCB1; TAF6; TBP; RBBP7; TAF9; RBBP4; MBD3	3065; 3066; 5901; 5928; 5931; 6595; 6598; 6599; 6878; 6880; 6883; 6908; 8189; 8819; 9219; 9343; 10284; 11091; 23028; 25942; 53615; 53981	28	28
0.00306379930083	0.614932831637	ALL-1	PINdb	HDAC1; KDM1A; HDAC2; SYMPK; TAF12; SMARCC1; SMARCA2; CPSF2; SAP30; RAN; EFTUD2; SAP18; MTA2; SIN3A; WDR5; SMARCB1; TAF6; TBP; RBBP7; TAF9; RBBP4; MBD3	3065; 3066; 5901; 5928; 5931; 6595; 6598; 6599; 6878; 6880; 6883; 6908; 8189; 8819; 9219; 9343; 10284; 11091; 23028; 25942; 53615; 53981	28	28
0.00432918625482	0.614932831637	adenylate cyclase:G alpha i_GTP	INOH	ADCY4; ADCY5; ADCY6; ADCY7; ADCY1; ADCY2; ADCY3; ADCY9; ADCY10; GNAI2; GNAI1	107; 108; 109; 111; 112; 113; 115; 2770; 2771; 55811; 196883	12	12
0.00499557714463	0.614932831637	B-cell antigen/BCR complex/Btk/LYN/SYK/BLNK/PLCgamma2/CD72	PID	CD72; SYK; PLCG2; LYN; BLNK; CD79B; BTK; CD79A	695; 971; 973; 974; 4067; 5336; 6850; 29760	8	8
0.00499557714463	0.614932831637	CCT micro-complex	CORUM	CCT8; CCT2; CCT3; CCT7; CCT4; CCT5; TCP1; CCT6A	908; 6950; 7203; 10574; 10575; 10576; 10694; 22948	8	8
0.00499557714463	0.614932831637	SIN3/HDAC complex	PID	HDAC1; HDAC2; SAP30; RBBP7; RBBP4; SAP18; SIN3B; SIN3A	3065; 3066; 5928; 5931; 8819; 10284; 23309; 25942	8	8
0.00499557714463	0.614932831637	Groucho:TCF	INOH	TCF7; TLE3; TLE2; TLE1; TCF7L1; TCF7L2; TLE4; LEF1	6932; 6934; 7088; 7089; 7090; 7091; 51176; 83439	8	8
0.00520704872856	0.614932831637	BRM-SIN3A complex	CORUM	HDAC1; HDAC2; SMARCB1; SIN3A; ARID1A; RBBP4; SMARCC1; SMARCD3; ACTL6A; SMARCD1; SMARCA2; PRMT5; SMARCD2	86; 3065; 3066; 5928; 6595; 6598; 6599; 6602; 6603; 6604; 8289; 10419; 25942	15	15
0.00541250888977	0.614932831637	G alpha i_GTP:RGS	INOH	RGS16; RGS17; RGS14; RGS20; RGS12; RGS13; RGS10; RGS11; RGS18; RGS19; RGS6; RGS7; RGS1; RGS2; GNAI2; RGS9; GNAI1	2770; 2771; 5996; 5997; 6000; 6001; 6002; 6003; 6004; 8601; 8786; 8787; 9628; 10287; 10636; 26575; 64407	21	21
0.00775789702396	0.614932831637	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex	CORUM	HDAC1; TLE3; TLE2; TLE1; TLE6; RBBP4; HIPK2; NKX3-1; TLE4; SIN3A	3065; 4824; 5928; 7088; 7089; 7090; 7091; 25942; 28996; 79816	11	11
0.00775789702396	0.614932831637	DDX3X forms a complex with translation initiation factor eIF3 (EIF3	InnateDB	EIF3H; EIF3I; EIF3J; EIF3A; EIF3B; EIF3C; EIF3D; EIF3E; EIF3F; EIF3CL	3646; 8661; 8662; 8663; 8664; 8665; 8667; 8668; 8669; 728689	11	11
0.00885868665622	0.614932831637	Sin3-CI	PINdb	HDAC1; SAP30; HDAC2; SMARCB1; RBBP7; RBBP4; SMARCC1; ACTL6A; SMARCD1; ARID4A; SMARCA4; SIN3A	86; 3065; 3066; 5926; 5928; 5931; 6597; 6598; 6599; 6602; 8819; 25942	14	14
0.00885868665622	0.614932831637	BRG1-SIN3A complex	CORUM	SMARCC1; SMARCB1; SIN3A; ARID1A; RBBP4; HDAC2; SMARCD3; ACTL6A; SMARCD1; PRMT5; SMARCA4; SMARCD2	86; 3066; 5928; 6597; 6598; 6599; 6602; 6603; 6604; 8289; 10419; 25942	14	14
0.00969209360017	0.614932831637	MYC/Max/TRRAP/TIP60/TIP49A/TIP49B/BAF53	PID	RUVBL1; RUVBL2; MAX; KAT5; TRRAP; ACTL6A; MYC	86; 4149; 4609; 8295; 8607; 10524; 10856	7	7
0.00969209360017	0.614932831637	B-cell antigen/BCR complex/Btk/LYN/SYK/BLNK/PLCgamma2	PID	SYK; PLCG2; LYN; BLNK; CD79B; BTK; CD79A	695; 973; 974; 4067; 5336; 6850; 29760	7	7
0.00969209360017	0.614932831637	SIN3 complex	CORUM	HDAC1; HDAC2; SAP30; RBBP7; RBBP4; SAP18; SIN3A	3065; 3066; 5928; 5931; 8819; 10284; 25942	7	7
