p-value	q-value	pathway	source	external_id	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.000203663050941	0.0292168708406	insulin	INOH	None	RPS6; NRAS; YWHAQ; RPS6KB1; AKT1; MAP2K1; YWHAB; EIF4E; EIF4A2; YWHAG; TSC1	207; 7532; 6198; 10971; 7248; 4893; 1974; 6194; 1977; 7529; 5604	79	79
0.00021136605898	0.0292168708406	BDNF-TrkB Signaling	Wikipathways	WP3676	RPS6KB1; NRAS; PLCG1; AKT1; MAP2K1; BRAF; TSC1	4893; 5604; 5335; 7248; 207; 673; 6198	33	33
0.000240462142901	0.0292168708406	Apoptosis	Reactome	R-HSA-109581	BCAP31; BCL2L11; FNTA; CFLAR; YWHAQ; PRKCD; CYCS; AKT1; DNM1L; APC; YWHAB; HIST1H1E; YWHAG; HIST1H1C	207; 10018; 7529; 5580; 7532; 10971; 3006; 54205; 8837; 2339; 3008; 324; 10059; 10134	122	122
0.000250257110828	0.0292168708406	Transcriptional Regulation by TP53	Reactome	R-HSA-3700989	MT-CO1; MT-CO2; COX5A; ATM; CARM1; CYCS; AKT1; MAPK11; TNRC6A; NDRG1; TSC1; YWHAQ; YWHAB; YWHAG; TXNRD1; RPS27A; RBL2; RFFL; CHM; COX4I1; MDM2; EP300; NPM1; TAF5; E2F4; RBBP7; RABGGTB; CDK9; LAMTOR3	207; 5876; 4193; 5934; 472; 10397; 1327; 4512; 4869; 2033; 27327; 7248; 1874; 1121; 7529; 9377; 6233; 7296; 4513; 8649; 117584; 7532; 10498; 5931; 54205; 6877; 5600; 1025; 10971	376	373
0.000266219037712	0.0292168708406	Clathrin-mediated endocytosis	Reactome	R-HSA-8856828	TGOLN2; RPS27A; RAB5A; RAB5C; RAB5B; COPS3; SNX9; SYNJ2; COPS5; DVL2; CLTB; SCARB2; IGF2R; BIN1; AP2B1	10987; 163; 1856; 10618; 5869; 1212; 274; 5868; 51429; 5878; 8533; 3482; 950; 8871; 6233	138	138
0.000295330485802	0.0292168708406	Saturated fatty acids beta-oxidation	EHMN	Saturated fatty acids beta-oxidation	DBI; HADH; PECR; ACADS; HADHB; HSD17B4	3032; 55825; 3295; 35; 1622; 3033	25	25
0.000310176259929	0.0292168708406	Programmed Cell Death	Reactome	R-HSA-5357801	BCAP31; BCL2L11; FNTA; CFLAR; YWHAQ; PRKCD; CYCS; AKT1; DNM1L; APC; YWHAB; HIST1H1E; YWHAG; HIST1H1C	207; 10018; 7529; 5580; 7532; 10971; 3006; 54205; 8837; 2339; 3008; 324; 10059; 10134	125	125
0.00031690962059	0.0292168708406	insulin Mam	INOH	None	RPS6; NRAS; YWHAQ; RPS6KB1; TSC1; AKT1; MAP2K1; YWHAB; EIF4E; YWHAG; EIF4A2	7532; 6198; 207; 6194; 10971; 7529; 1974; 1977; 4893; 5604; 7248	83	83
0.000336968608766	0.0292168708406	PDGFR-beta signaling pathway	PID	pdgfrbpathway	RAB5A; SLC9A3R2; YWHAQ; NRAS; PRKCD; PLCG1; MAP2K1; BRAF; GRB10; YWHAB; KSR1; BAIAP2; YWHAG; YES1	9351; 7529; 5580; 2887; 7532; 8844; 10971; 7525; 5604; 673; 5868; 5335; 10458; 4893	126	126
0.000351164312988	0.0292168708406	Disease	Reactome	R-HSA-1643685	TSG101; FGFR1OP2; KIAA1549; BAG4; RPS27A; AKT1; MAP2K1; XRCC5; CD9; CANX; XRCC6; NEURL1B; PEBP1; BCL2L11; PSEN2; NRAS; NUP43; CAPN1; JAG2; KSR1; JAG1; AP2B1; RANGAP1; YWHAB; CALM2; MDM2; EP300; NPM1; TAF5; SNW1; ERLIN2; AP1G1; PLCG1; BANF1; BRAF; CDK9	207; 7251; 4193; 7529; 3714; 4893; 5664; 10018; 163; 821; 182; 2033; 673; 164; 823; 26127; 5037; 805; 8815; 928; 8844; 348995; 5604; 57670; 5905; 22938; 54492; 11160; 7520; 6233; 2547; 6877; 5335; 4869; 9530; 1025	514	513
0.000373840368211	0.0296223987002	Trk receptor signaling mediated by PI3K and PLC-gamma	PID	pi3kplctrkpathway	YWHAQ; NRAS; PRKCD; AKT1; PLCG1; YWHAB; YWHAG	207; 7532; 5335; 10971; 7529; 4893; 5580	36	36
0.000462727918548	0.034861515856	Pathway_PA165959425	PharmGKB	PA165959425	AKT1; MAP2K1; NRAS; BRAF; RET	673; 5604; 207; 5979; 4893	18	18
0.000500335486374	0.034861515856	EGF-EGFR Signaling Pathway	Wikipathways	WP437	NCOA3; MT-CO2; RAB5A; ITCH; PEBP1; SP1; RPS6KB1; PRKCD; PLCG1; AKT1; MAP2K1; BRAF; GRB10; MYBL2; AP2B1; CDC42	4605; 5580; 83737; 998; 673; 5604; 6667; 8202; 5037; 5335; 2887; 5868; 163; 6198; 4513; 207	162	162
0.000502810324846	0.034861515856	Valine, leucine and isoleucine degradation	EHMN	Valine, leucine and isoleucine degradation	DBI; HADH; ACADS; HADHB; ALDH6A1; ALDH9A1; HIBADH; HSD17B4	3033; 35; 223; 1622; 3295; 3032; 4329; 11112	49	49
0.000531290395677	0.0353626887363	Beta oxidation of hexanoyl-CoA to butanoyl-CoA	Reactome	R-HSA-77350	HADHB; HADH; ACADS	35; 3032; 3033	5	5
0.000623593745558	0.0384318515781	mTOR signalling	Reactome	R-HSA-165159	RPS6; RPS6KB1; AKT1; YWHAB; EIF4E; LAMTOR3; TSC1	207; 6194; 7248; 6198; 8649; 1977; 7529	40	39
0.000623593745558	0.0384318515781	MAP2K and MAPK activation	Reactome	R-HSA-5674135	PEBP1; NRAS; MAP2K1; BRAF; YWHAB; KSR1; LAMTOR3	673; 7529; 8844; 5037; 4893; 8649; 5604	39	39
0.000687594181651	0.0398113170145	Diseases of signal transduction	Reactome	R-HSA-5663202	NEURL1B; PEBP1; EP300; BCL2L11; KIAA1549; BAG4; AKT1; PSEN2; ERLIN2; NRAS; PLCG1; FGFR1OP2; JAG2; MAP2K1; SNW1; RPS27A; BRAF; YWHAB; KSR1; MDM2; JAG1	5664; 673; 57670; 4193; 10018; 7529; 182; 8844; 5037; 5604; 2033; 5335; 3714; 22938; 54492; 207; 9530; 4893; 26127; 11160; 6233	251	251
0.000695295796736	0.0398113170145	Insulin-mediated glucose transport	PID	insulin_glucose_pathway	CALM2; YWHAQ; AKT1; STXBP4; YWHAB; YWHAG	207; 7532; 805; 10971; 7529; 252983	29	29
0.000731248135314	0.0398113170145	PKB-mediated events	Reactome	R-HSA-109703	RPS6; RPS6KB1; AKT1; YWHAB; EIF4E; LAMTOR3; TSC1	207; 6194; 7248; 6198; 8649; 1977; 7529	41	40
0.000741677179957	0.0398113170145	EGFR1	NetPath	Pathway_EGFR1	PHPT1; MT-CO2; ITCH; TOM1; AKT1; MAP2K1; APLP2; ABL2; AP2B1; PEBP1; CALM2; HNRNPR; RPS6KB1; PDZD11; RAB5A; TOM1L1; NCOA3; SP1; PRKCD; SOCS1; TOLLIP; GRB10; RBBP7; PLCG1; DDX6; CYLD; BRAF; FLOT2; BAIAP2; FLNB; KRT18; CDC42	207; 334; 83737; 10040; 5037; 6198; 29085; 10236; 2317; 54472; 6667; 163; 51248; 2887; 5580; 2319; 673; 3875; 1540; 805; 998; 4513; 1656; 8202; 5604; 5868; 10043; 10458; 27; 5931; 5335; 8651	458	456
0.000775200832481	0.040310443289	mRNA Splicing - Major Pathway	Reactome	R-HSA-72163	SRSF6; ELAVL2; LSM4; CSTF3; HNRNPR; U2AF2; SF3A3; PRPF40A; SNW1; HNRNPL; HNRNPM; PPWD1; CCAR1; HNRNPK; SNRNP70; MAGOH; SRRM2	4670; 55749; 10236; 1993; 4116; 55660; 23398; 6625; 6431; 3191; 25804; 22938; 11338; 23524; 3190; 1479; 10946	185	185
0.00084129516352	0.0415073086077	Activated NOTCH1 Transmits Signal to the Nucleus	Reactome	R-HSA-2122948	NEURL1B; ITCH; PSEN2; RPS27A; JAG2; JAG1	54492; 182; 6233; 5664; 83737; 3714	31	30
0.000848106065301	0.0415073086077	The citric acid (TCA) cycle and respiratory electron transport	Reactome	R-HSA-1428517	ETFA; MT-CO1; MT-CO2; ETFB; COX5A; ATP5A1; CYCS; COX4I1; NDUFA5; NDUFAF1; MDH2; NDUFAF3; FH; ATP5B; UQCRB; SUCLA2	4513; 2271; 2109; 1327; 51103; 4512; 4191; 498; 2108; 9377; 25915; 54205; 8803; 4698; 7381; 506	171	170
0.000886012472512	0.0421235644074	Metabolism of proteins	Reactome	R-HSA-392499	HIST1H4B; RPN2; RAD23B; VDAC2; HSPA9; RPS27A; PIGB; SEC62; EIF2B1; RAB2A; PRKCSH; RHOT1; TOMM22; ATP5B; EIF3G; DAD1; CANX; TMED10; TGFA; GFER; CALM2; TIMM9; CCT2; ATP5A1; PIGG; RPS6; C1GALT1; USP42; CMAS; HSPD1; CCT8; HNRNPK; MTX2; TIMM10; USP20; GOLGB1; NANS; SRP72; H3F3B; RPL10; PHC3; RAB7A; RPS25; RAB5A; NUP43; RAB5C; RAB5B; COG3; COG1; RAB1B; PDIA3; CHM; GMPPB; ASGR2; RAB3D; TP53BP1; EIF4E; LYPD2; MDM2; EP300; INO80B; GALNT1; ARSD; UBE2H; RAB12; YOD1; HIST2H2BF; ST8SIA6; C1GALT1C1; CPB2; ARCN1; PREB; RABGGTB; GNG7; CYLD; TOMM20; USP30; APC; ETFB; MAVS; EIF4A2	4193; 10113; 7158; 498; 2033; 5862; 84132; 1967; 1361; 1540; 2671; 1121; 2589; 7095; 84749; 1977; 1974; 6233; 6230; 7039; 5887; 5876; 5869; 9545; 57506; 8666; 6185; 7879; 55907; 324; 2804; 348995; 5868; 55432; 26519; 83548; 6134; 10694; 56993; 9488; 54872; 5878; 821; 5589; 6731; 29925; 6194; 2923; 1603; 3313; 201475; 29071; 54187; 10651; 10972; 372; 55288; 3021; 2788; 26520; 9804; 9382; 56913; 81876; 7328; 10868; 80012; 83444; 440689; 805; 137797; 433; 10576; 3329; 338596; 3190; 506; 2109; 7417; 414; 8366	1506	1502
0.000938741138566	0.043390701516	p73 transcription factor network	PID	p73pathway	BCL2L11; ITCH; SP1; DCP1B; FLOT2; JAG2; MDM2; EP300; BIN1; MAPK11	196513; 83737; 6667; 2319; 4193; 5600; 10018; 274; 3714; 2033	81	80
0.000999034738749	0.0435165273007	NGF	INOH	None	MAP2K1; NRAS; PRKCD; PLCG1; BRAF	5580; 673; 5604; 4893; 5335	21	21
0.000999034738749	0.0435165273007	NOTCH2 Activation and Transmission of Signal to the Nucleus	Reactome	R-HSA-2979096	JAG2; PSEN2; JAG1; RPS27A; NEURL1B	5664; 3714; 54492; 182; 6233	21	21
0.00101991860861	0.0435165273007	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	Reactome	R-HSA-163200	ETFA; MT-CO1; MT-CO2; ETFB; COX5A; ATP5A1; CYCS; COX4I1; NDUFA5; NDUFAF1; NDUFAF3; ATP5B; UQCRB	4513; 2109; 1327; 51103; 4512; 498; 2108; 9377; 25915; 54205; 4698; 7381; 506	126	125
0.00120314209393	0.046314779293	Valine Leucine Isoleucine degradation	INOH	None	HADH; ACADS; HADHB; ALDH6A1; ALDH9A1; HIBADH	3033; 223; 35; 3032; 4329; 11112	32	32
0.00120978613591	0.046314779293	Cell Cycle	Reactome	R-HSA-1640170	HIST1H4B; CDKN1C; ATM; CDKN2D; PDS5B; RAB2A; MYBL2; LPIN2; RBL2; HAUS8; RUVBL2; YWHAQ; HAUS2; NUP43; ESPL1; H3F3B; YWHAB; YWHAG; RPS27A; CENPI; CENPF; RAB1B; RANGAP1; CEP192; TP53BP1; ZWILCH; MDM2; EP300; NPM1; E2F4; AKT1; RBBP7; TUBG1; BANF1; CEP76; CKAP5	207; 4193; 4869; 2491; 5934; 472; 81876; 79959; 10856; 1028; 9663; 1063; 7158; 9793; 10971; 2033; 5862; 1874; 7283; 8815; 55125; 7529; 55055; 23047; 348995; 9700; 5905; 4605; 93323; 3021; 6233; 7532; 55142; 5931; 8366; 1032	551	549
0.00124148069991	0.046314779293	mRNA Splicing	Reactome	R-HSA-72172	SRSF6; ELAVL2; LSM4; CSTF3; HNRNPR; U2AF2; SF3A3; PRPF40A; SNW1; HNRNPL; HNRNPM; PPWD1; CCAR1; HNRNPK; SNRNP70; MAGOH; SRRM2	4670; 55749; 10236; 1993; 4116; 55660; 23398; 6625; 6431; 3191; 25804; 22938; 11338; 23524; 3190; 1479; 10946	193	193
0.00125192676478	0.046314779293	Signaling Pathways in Glioblastoma	Wikipathways	WP2261	ATM; NRAS; PRKCD; MAP2K1; AKT1; PLCG1; BRAF; MDM2; EP300; TSC1	5335; 5580; 7248; 2033; 207; 4193; 5604; 4893; 472; 673	83	83
0.00125247698589	0.046314779293	Non-small cell lung cancer - Homo sapiens (human)	KEGG	path:hsa05223	TGFA; FHIT; NRAS; MAP2K1; RXRB; AKT1; PLCG1; BRAF	4893; 673; 5335; 5604; 207; 2272; 6257; 7039	56	56
0.00125250304578	0.046314779293	mTORC1-mediated signalling	Reactome	R-HSA-166208	EIF4E; RPS6; YWHAB; RPS6KB1; LAMTOR3	6194; 6198; 8649; 1977; 7529	23	22
0.00140902495395	0.0493492746366	Golgi Associated Vesicle Biogenesis	Reactome	R-HSA-432722	TGOLN2; RAB5C; TPD52; AP1G1; SNX9; ACBD3; GOLGB1; IGF2R	3482; 2804; 164; 64746; 7163; 51429; 5878; 10618	57	57
0.00140902495395	0.0493492746366	Validated transcriptional targets of TAp63 isoforms	PID	tap63pathway	JAG1; ITCH; SP1; YWHAQ; PRKCD; FLOT2; MDM2; EP300	83737; 2033; 182; 10971; 6667; 2319; 4193; 5580	57	57
0.00142353676836	0.0493492746366	Signaling by NOTCH2	Reactome	R-HSA-1980145	NEURL1B; JAG1; PSEN2; RPS27A; JAG2; EP300	54492; 182; 5664; 6233; 3714; 2033	33	33
0.00175505276306	0.0538029086534	TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation	Reactome	R-HSA-8869496	HSPD1; MYBL2; NPM1	3329; 4869; 4605	7	7
0.00175505276306	0.0538029086534	2-LTR circle formation	Reactome	R-HSA-164843	BANF1; XRCC5; XRCC6	7520; 8815; 2547	7	7
0.00176856805257	0.0538029086534	Kit receptor signaling pathway	Wikipathways	WP304	SOCS1; RPS6; GRB10; RPS6KB1; PLCG1; AKT1; MAP2K1; EP300	5604; 5335; 2887; 2033; 8651; 207; 6194; 6198	59	59
0.00179612270408	0.0538029086534	Gene Expression	Reactome	R-HSA-74160	MT-CO1; MT-CO2; HIST1H4B; RPN2; AKT1; TNRC6A; PPWD1; EIF3G; ZNF782; RARS; HBS1L; MAGOH; SP1; RFFL; CHM; RPL10; MDM2; ZNF443; RBBP7; DDX6; ZKSCAN5; XRN1; ELAVL2; RRP8; RPS27A; CARM1; DEK; DCP1B; CCAR1; TGFA; SRSF6; U2AF2; EIF4A2; H3F3B; SF3A3; ZNF287; TXNRD1; EIF4E; TAF5; SSB; FARS2; ATM; EIF2B1; RPS6; MAPK11; ZNF839; TSC1; HNRNPR; PRPF40A; DDX1; HNRNPK; HNRNPL; HNRNPM; SRP72; RPS25; RBL2; RXRB; COX4I1; SNW1; EP300; SNRNP70; FARSA; MARS; CDK9; AARS; COX5A; CYCS; ZNF18; NDRG1; MYBL2; YWHAQ; NUP43; HSPD1; MED12; YWHAB; EPRS; YWHAG; NR3C2; LSM4; PRKCD; NPM1; E2F4; TDRD1; SRRM2; CSTF3; RABGGTB; ZNF544; LAMTOR3; WDR75; WDR77	207; 4193; 6431; 11338; 1653; 4306; 7913; 23524; 2033; 7248; 4513; 1121; 1977; 1974; 1967; 6233; 7296; 1993; 6230; 8649; 472; 7532; 7039; 5600; 10224; 5876; 5934; 4116; 22938; 23660; 8666; 9968; 6185; 10971; 1874; 196513; 56165; 348995; 4605; 10667; 4670; 6134; 54205; 25804; 1025; 23378; 4141; 10236; 55749; 6741; 55660; 6731; 79084; 27327; 3190; 6194; 2193; 1656; 7529; 7566; 84128; 3021; 1479; 117584; 10498; 54464; 6625; 5931; 10767; 158431; 4869; 3191; 6667; 1327; 4512; 23398; 57336; 55778; 10397; 5580; 3329; 2058; 9377; 27300; 5917; 10946; 6257; 16; 6877; 8366	1755	1745
0.00180240657656	0.0538029086534	Hepatitis C - Homo sapiens (human)	KEGG	path:hsa05160	CLDN17; NRAS; IFNB1; OAS1; AKT1; OAS2; MAPK11; BRAF; CLDN1; MAVS; CLDN4; CLDN5; CLDN7	673; 57506; 26285; 9076; 207; 4893; 4938; 4939; 1364; 1366; 3456; 7122; 5600	133	133
0.00182063406726	0.0538029086534	Respiratory electron transport	Reactome	R-HSA-611105	ETFA; MT-CO1; MT-CO2; ETFB; COX5A; CYCS; COX4I1; NDUFA5; NDUFAF1; NDUFAF3; UQCRB	4513; 2109; 1327; 51103; 4512; 2108; 9377; 25915; 54205; 4698; 7381	103	102
0.00184300828921	0.0538029086534	Clathrin derived vesicle budding	Reactome	R-HSA-421837	TGOLN2; RAB5C; TPD52; AP1G1; SNX9; ACBD3; GOLGB1; CLTB; IGF2R	2804; 164; 3482; 64746; 1212; 51429; 5878; 7163; 10618	73	73
0.00184300828921	0.0538029086534	trans-Golgi Network Vesicle Budding	Reactome	R-HSA-199992	TGOLN2; RAB5C; TPD52; AP1G1; SNX9; ACBD3; GOLGB1; CLTB; IGF2R	2804; 164; 3482; 64746; 1212; 51429; 5878; 7163; 10618	73	73
0.00184300828921	0.0538029086534	Primary Focal Segmental Glomerulosclerosis FSGS	Wikipathways	WP2572	CD151; CDKN1C; SCARB2; YWHAQ; CD2AP; AKT1; PLCG1; CLDN1; JAG1	9076; 1028; 5335; 977; 207; 950; 182; 23607; 10971	73	73
0.001904384588	0.0543894348834	VEGFA-VEGFR2 Signaling Pathway	Wikipathways	WP3888	PLCG1; RAB5A; ITCH; AKT1; CDH5; RPS6KB1; PRKCD; MAP2K1; EGR3; RPS6; PTPN9; TRPC1; GRB10; EIF4E; NDRG1; FLNB; JAG1; BIN1; CDC42	10397; 7220; 5780; 5580; 83737; 182; 2317; 5868; 5604; 274; 1003; 5335; 2887; 6194; 6198; 1960; 207; 998; 1977	236	236
0.00195522238099	0.0543894348834	Signaling by high-kinase activity BRAF mutants	Reactome	R-HSA-6802948	PEBP1; NRAS; MAP2K1; BRAF; YWHAB; KSR1	673; 7529; 8844; 5037; 4893; 5604	35	35
0.00209190134167	0.0543894348834	Leucine Stimulation on Insulin Signaling	SMPDB	SMP00682	EIF4E; AKT1; RPS6KB1; TSC1	207; 7248; 6198; 1977	15	15
0.00209190134167	0.0543894348834	Constitutive Signaling by NOTCH1 HD Domain Mutants	Reactome	R-HSA-2691232	JAG2; NEURL1B; RPS27A; JAG1	6233; 3714; 54492; 182	15	15
0.00209190134167	0.0543894348834	Signaling by NOTCH1 HD Domain Mutants in Cancer	Reactome	R-HSA-2691230	JAG2; NEURL1B; RPS27A; JAG1	6233; 3714; 54492; 182	15	15
0.00209190134167	0.0543894348834	Activation of BAD and translocation to mitochondria 	Reactome	R-HSA-111447	YWHAB; AKT1; YWHAQ; YWHAG	7532; 10971; 7529; 207	15	15
0.00209190134167	0.0543894348834	mRNA decay by 5, to 3, exoribonuclease	Reactome	R-HSA-430039	LSM4; DDX6; XRN1; DCP1B	54464; 196513; 25804; 1656	15	15
0.00219693834582	0.0559053426039	Signaling by BRAF and RAF fusions	Reactome	R-HSA-6802952	PEBP1; BCL2L11; KIAA1549; NRAS; MAP2K1; BRAF; YWHAB; KSR1	7529; 8844; 5037; 4893; 57670; 10018; 5604; 673	61	61
0.00221739940616	0.0559053426039	a6b1 and a6b4 Integrin signaling	PID	a6b1_a6b4_integrin_pathway	YWHAQ; RPS6KB1; RXRB; CD9; AKT1; YWHAB; YWHAG	207; 7532; 6198; 928; 10971; 7529; 6257	48	48
0.00229804496019	0.0570738330412	RAF activation	Reactome	R-HSA-5673000	YWHAB; KSR1; MAP2K1; NRAS; BRAF	673; 4893; 7529; 5604; 8844	25	25
0.0024163844137	0.0581054650198	TNFalpha	NetPath	Pathway_TNFalpha	SMARCC2; BAG4; SMARCB1; KTN1; ITCH; CFLAR; PKN1; RPS6KB1; RFFL; YWHAQ; AKAP8; PRKCD; AKT1; SMARCE1; COPS3; YWHAB; CDK9; EP300; YWHAG	207; 83737; 7529; 6601; 2033; 5580; 117584; 7532; 6598; 10270; 10971; 6198; 5585; 8533; 3895; 9530; 8837; 6605; 1025	241	241
0.00243963383678	0.0581054650198	Leptin	NetPath	Pathway_Leptin	RPS6; SP1; RPS6KB1; PRKCD; AKT1; PLCG1; CFL2; EIF4E	207; 6194; 6198; 5335; 1073; 6667; 1977; 5580	62	62
0.00244434047559	0.0581054650198	Leptin signaling pathway	Wikipathways	WP2034	RPS6; SP1; RPS6KB1; PLCG1; AKT1; MAP2K1; CFL2; EIF4E; CDC42	1073; 5604; 5335; 6667; 6198; 207; 998; 1977; 6194	76	76
0.00251956241598	0.0585817378739	Amino Acid metabolism	Wikipathways	WP3925	HADH; HAL; SDS; FH; RARS; MDH2; HIBADH; EPRS; HNMT; PNMT	11112; 3034; 3033; 5917; 4191; 2271; 5409; 2058; 10993; 3176	91	91
0.00262481662484	0.0585817378739	Signaling by RAS mutants	Reactome	R-HSA-6802949	PEBP1; NRAS; MAP2K1; BRAF; YWHAB; KSR1	673; 7529; 8844; 5037; 4893; 5604	37	37
0.00270539468244	0.0585817378739	chromatin remodeling by hswi/snf atp-dependent complexes	BioCarta	hswisnfpathway	SMARCC2; SMARCB1; SMARCE1; SMARCD1	6598; 6605; 6602; 6601	16	16
0.00270864054476	0.0585817378739	Lysosome - Homo sapiens (human)	KEGG	path:hsa04142	ENTPD4; LGMN; GNPTG; AP1G1; GALNS; ATP6AP1; LAMP2; LAMP1; CLTB; SCARB2; IGF2R; IDUA	5641; 537; 2588; 84572; 3482; 164; 1212; 3916; 3920; 3425; 9583; 950	123	123
0.00272830203654	0.0585817378739	MAP kinase cascade	HumanCyc	PWY66-14	YWHAB; MAP2K1; NRAS	5604; 4893; 7529	8	8
0.00275672192263	0.0585817378739	mtor signaling pathway	BioCarta	mtorpathway	EIF4E; AKT1; TSC1; RPS6KB1; RPS6	207; 6198; 1977; 6194; 7248	26	26
0.00275672192263	0.0585817378739	Cytosolic tRNA aminoacylation	Reactome	R-HSA-379716	RARS; FARSA; AARS; EPRS; MARS	2193; 4141; 16; 2058; 5917	26	26
0.00279906993164	0.0585817378739	VEGFA-VEGFR2 Pathway	Reactome	R-HSA-4420097	PEBP1; RPS27A; CALM2; RASGRF2; WASF3; PPP5C; NRAS; MAP2K1; PRKCD; RET; AKT1; PLCG1; MAPK11; BRAF; BAIAP2; YWHAB; KSR1; CDC42; CDH5; DUSP10; LAMTOR3	5979; 7529; 8649; 5580; 1003; 5536; 8844; 5037; 5335; 5924; 11221; 998; 673; 805; 5600; 207; 5604; 10458; 4893; 10810; 6233	282	281
