p-value	q-value	pathway	source	external_id	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.000482317617121	0.0572872647988	Mitotic G1-G1/S phases	Reactome	R-HSA-453279	CDKN2C; PPP2R1B; CDKN2A; RBL2; CDC25A; PPP2CB; CDT1; TFDP2; DYRK1A; ORC4	5934; 5000; 5519; 81620; 1031; 993; 1859; 7029; 1029; 5516	92	92
0.000525834767703	0.0572872647988	RSK activation	Reactome	R-HSA-444257	RPS6KA1; MAPK1; RPS6KA6	5594; 6195; 27330	6	6
0.000527806125006	0.0572872647988	Protein processing in endoplasmic reticulum - Homo sapiens (human)	KEGG	path:hsa04141	OS9; RAD23B; HSPH1; UBQLN2; EIF2S1; DNAJB1; PDIA4; DNAJC1; PREB; SYVN1; DERL2; SSR3; MBTPS2; DDOST	10808; 6747; 1650; 10956; 64215; 5887; 9601; 3337; 29978; 51009; 10113; 1965; 51360; 84447	166	165
0.000593852479777	0.0598518463547	Regulation of TP53 Degradation	Reactome	R-HSA-6804757	PPP2R1B; ATM; RFFL; PPP2CB; CDKN2A; MDM2	472; 5519; 5516; 1029; 4193; 117584	35	35
0.000694551569788	0.0607980033922	Regulation of TP53 Expression and Degradation	Reactome	R-HSA-6806003	PPP2R1B; ATM; RFFL; PPP2CB; CDKN2A; MDM2	472; 5519; 5516; 1029; 4193; 117584	36	36
0.00080797097027	0.0607980033922	trefoil factors initiate mucosal healing	BioCarta	tffpathway	CASP6; RPS6KA1; GRB2; NFKBIA; IKBKB; MAPK1	2885; 3551; 5594; 4792; 839; 6195	37	37
0.00084796398299	0.0607980033922	mRNA Splicing	Reactome	R-HSA-72172	PABPN1; SRSF6; RBM8A; SRSF3; PRPF19; DDX42; PRPF4; EFTUD2; HNRNPL; HNRNPM; CCAR1; ZMAT5; HNRNPC; SRRM2; WBP4	3183; 4670; 55749; 9343; 6428; 11325; 27339; 6431; 8106; 3191; 11193; 55954; 9939; 23524; 9128	193	193
0.000899412113576	0.0607980033922	DDX1 as a regulatory component of the Drosha microprocessor	Wikipathways	WP2942	DGCR8; ATM; DDX1	54487; 472; 1653	7	7
0.000928021535645	0.0607980033922	Pyrophosphate hydrolysis	Reactome	R-HSA-71737	PPA2; PPA1	27068; 5464	2	2
0.000928021535645	0.0607980033922	hypusine biosynthesis	HumanCyc	PWY-5905	DHPS; DOHH	83475; 1725	2	2
0.000996712433992	0.0607980033922	Cytosolic tRNA aminoacylation	Reactome	R-HSA-379716	KARS; YARS; AIMP1; PPA1; MARS	8565; 5464; 4141; 3735; 9255	26	26
0.00104847398173	0.0607980033922	Clathrin-mediated endocytosis	Reactome	R-HSA-8856828	CTTN; VAMP7; RAB5B; UBQLN2; CHRM2; AAK1; GRB2; AP2A1; STON2; AP2A2; M6PR; HIP1R	29978; 85439; 2885; 5869; 6845; 2017; 161; 1129; 9026; 22848; 160; 4074	138	138
0.00106927581819	0.0607980033922	hiv-1 nef: negative effector of fas and tnf	BioCarta	hivnefpathway	CASP6; BAG4; NUMA1; NFKBIA; DFFA; RIPK1; MDM2	4792; 9530; 1676; 8737; 4926; 4193; 839	53	53
0.00107721480142	0.0607980033922	Cyclin D associated events in G1	Reactome	R-HSA-69231	CDKN2C; PPP2R1B; CDKN2A; RBL2; PPP2CB; TFDP2	5934; 7029; 5519; 5516; 1031; 1029	39	39
0.00107721480142	0.0607980033922	G1 Phase	Reactome	R-HSA-69236	CDKN2C; PPP2R1B; CDKN2A; RBL2; PPP2CB; TFDP2	5934; 7029; 5519; 5516; 1031; 1029	39	39
0.00124997517907	0.0678351914486	Apoptosis	Reactome	R-HSA-109581	CASP6; FNTA; HMGB2; ACIN1; DFFA; RIPK1; PLEC; TP53BP2; DNM1L; TFDP2; HIST1H1C	22985; 839; 1676; 3006; 7029; 8737; 7159; 2339; 3148; 5339; 10059	122	122
0.00141645867239	0.0689135431533	Recycling pathway of L1	Reactome	R-HSA-437239	RPS6KA1; MAPK1; AP2A1; RPS6KA6; AP2A2	161; 160; 5594; 6195; 27330	29	28
0.00142712391786	0.0689135431533	Cell cycle - Homo sapiens (human)	KEGG	path:hsa04110	CDKN2C; CDKN2A; RBL2; RAD21; CDC25A; ORC4; ATM; TFDP2; HDAC2; MDM2; ANAPC4	1029; 1031; 4193; 29945; 5885; 5934; 7029; 5000; 472; 993; 3066	124	124
0.00147939497107	0.0689135431533	eukaryotic protein translation	BioCarta	eifpathway	EIF3A; EIF4A2; EIF2S1; EIF4G2	8661; 1965; 1982; 1974	18	17
0.00148784613625	0.0689135431533	FGF signaling pathway	PID	fgf_pathway	RPS6KA1; CTTN; GRB2; SDC4; MET; MAPK1; PAK4	2885; 5594; 2017; 10298; 6195; 6385; 4233	56	56
0.00152312706781	0.0689135431533	Programmed Cell Death	Reactome	R-HSA-5357801	CASP6; FNTA; HMGB2; ACIN1; DFFA; RIPK1; PLEC; TP53BP2; DNM1L; TFDP2; HIST1H1C	22985; 839; 1676; 3006; 7029; 8737; 7159; 2339; 3148; 5339; 10059	125	125
0.00158932855922	0.0689135431533	Processing of Capped Intron-Containing Pre-mRNA	Reactome	R-HSA-72203	PABPN1; DDX42; RBM8A; SRSF3; PRPF19; SRRM2; TPR; EFTUD2; SRSF6; HNRNPL; HNRNPM; CCAR1; ZMAT5; HNRNPC; PRPF4; METTL14; WBP4	3183; 4670; 55749; 11193; 23524; 9343; 6428; 11325; 27339; 7175; 57721; 6431; 8106; 3191; 55954; 9939; 9128	248	248
0.00161172709005	0.0689135431533	mRNA Splicing - Major Pathway	Reactome	R-HSA-72163	PABPN1; SRSF6; RBM8A; SRSF3; PRPF19; DDX42; PRPF4; EFTUD2; HNRNPL; HNRNPM; CCAR1; HNRNPC; SRRM2; WBP4	3183; 4670; 55749; 9343; 6428; 11325; 27339; 6431; 8106; 3191; 11193; 9939; 23524; 9128	185	185
0.00173101904475	0.0718372903573	mRNA Processing	Wikipathways	WP411	PABPN1; SRSF6; SRSF3; TMED10; EFTUD2; HNRNPL; HNRNPM; HNRNPC; SRPK1; PRPF4; DDX1	4670; 1653; 6428; 9128; 6431; 8106; 9343; 3183; 10972; 6732; 3191	127	127
0.00181135230174	0.0730233742217	Fibroblast growth factor-1	NetPath	Pathway_Fibroblast__growth__factor-1	RPS6KA1; SPHK1; CTTN; INPPL1; GRB2; FLOT2; MAPK1; CSNK2B	5594; 8877; 2885; 1460; 2319; 2017; 3636; 6195	74	74
0.00229584473253	0.0899843588221	atm signaling pathway	BioCarta	atmpathway	ATM; BRCA1; MDM2; NFKBIA	4792; 472; 672; 4193	19	19
0.0026264817783	0.0931655154911	Citrate cycle	INOH	None	FH; PC; ACAT2; OGDH; MDH2	5091; 4191; 2271; 39; 4967	32	32
0.0026264817783	0.0931655154911	Oncogene Induced Senescence	Reactome	R-HSA-2559585	CDKN2A; CDKN2C; MDM2; MAPK1; TFDP2	7029; 5594; 1031; 4193; 1029	32	32
0.00287990323054	0.0931655154911	Nef Mediated CD4 Down-regulation	Reactome	R-HSA-167590	ARF1; AP2A1; AP2A2	160; 161; 375	10	10
0.00301931834587	0.0931655154911	role of egf receptor transactivation by gpcrs in cardiac hypertrophy	BioCarta	cardiacegfpathway	IKBKB; MAPK1; GRB2; NFKBIA; RPS6KA1	2885; 3551; 5594; 4792; 6195	33	33
0.00301931834587	0.0931655154911	ceramide signaling pathway	BioCarta	ceramidepathway	RIPK1; IKBKB; MAPK1; NFKBIA; BAG4	8737; 3551; 9530; 5594; 4792	33	33
0.00316050627287	0.0931655154911	Signaling by Rho GTPases	Reactome	R-HSA-194315	PPP2R1B; CTTN; AHCTF1; ZWINT; LIMK1; ITGB3BP; RHOT1; IQGAP1; HIST1H2AB; CALM1; ARHGEF3; DVL1; ARHGDIA; MAPK1; ARHGEF11; ARHGAP15; ZWILCH; GOPC; KIF5B; PPP2CB; PFN1; GRB2; DEPDC7; WIPF2	5519; 55843; 5216; 3799; 8826; 50650; 1855; 55288; 3984; 5516; 91614; 147179; 9826; 25909; 55055; 2017; 23421; 5594; 11130; 801; 57120; 2885; 8335; 396	434	429
0.00320981148402	0.0931655154911	Cargo recognition for clathrin-mediated endocytosis	Reactome	R-HSA-8856825	VAMP7; UBQLN2; CHRM2; AAK1; GRB2; AP2A1; STON2; AP2A2; M6PR	29978; 85439; 161; 2885; 1129; 22848; 160; 4074; 6845	99	99
0.00337846583475	0.0931655154911	Pyruvate dehydrogenase deficiency (E3)	SMPDB	SMP00550	FH; PC; OGDH; MDH2	4967; 2271; 4191; 5091	21	21
0.00337846583475	0.0931655154911	Pyruvate dehydrogenase deficiency (E2)	SMPDB	SMP00551	FH; PC; OGDH; MDH2	4967; 2271; 4191; 5091	21	21
0.00337846583475	0.0931655154911	2-ketoglutarate dehydrogenase complex deficiency	SMPDB	SMP00549	FH; PC; OGDH; MDH2	4967; 2271; 4191; 5091	21	21
0.00337846583475	0.0931655154911	Mitochondrial complex II deficiency	SMPDB	SMP00548	FH; PC; OGDH; MDH2	4967; 2271; 4191; 5091	21	21
0.00337846583475	0.0931655154911	Fumarase deficiency	SMPDB	SMP00547	FH; PC; OGDH; MDH2	4967; 2271; 4191; 5091	21	21
0.00337846583475	0.0931655154911	Congenital lactic acidosis	SMPDB	SMP00546	FH; PC; OGDH; MDH2	4967; 2271; 4191; 5091	21	21
0.00337846583475	0.0931655154911	Citric Acid Cycle	SMPDB	SMP00057	FH; PC; OGDH; MDH2	4967; 2271; 4191; 5091	21	21
0.0037415638769	0.0931655154911	Signaling Pathways in Glioblastoma	Wikipathways	WP2261	BRCA1; CDKN2C; CDKN2A; ATM; MET; GRB2; MAPK1; MDM2	2885; 4193; 672; 1031; 4233; 5594; 1029; 472	83	83
0.00392934464759	0.0931655154911	HIV-1 Nef: Negative effector of Fas and TNF-alpha	PID	hivnefpathway	RIPK1; CASP6; NFKBIA; DFFA; BAG4	8737; 9530; 1676; 4792; 839	35	35
0.00403120686028	0.0931655154911	Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	Reactome	R-HSA-164938	AP1G1; ARF1; AP2A1; AP2A2	160; 161; 164; 375	22	22
0.00403120686028	0.0931655154911	cell cycle: g2/m checkpoint	BioCarta	g2pathway	BRCA1; RPS6KA1; MDM2; ATM	472; 672; 4193; 6195	22	22
0.00403120686028	0.0931655154911	ERK/MAPK targets	Reactome	R-HSA-198753	MAPK1; PPP2R1B; PPP2CB; RPS6KA1	5516; 5519; 5594; 6195	22	22
0.00403120686028	0.0931655154911	E2F mediated regulation of DNA replication	Reactome	R-HSA-113510	ORC4; PPP2CB; TFDP2; PPP2R1B	7029; 5000; 5516; 5519	22	22
0.00419323336347	0.0931655154911	Ribosomal scanning and start codon recognition	Reactome	R-HSA-72702	RPS25; RPS14; EIF3A; RPS29; EIF4H; EIF2S1; EIF4A2	1965; 1974; 6208; 6235; 6230; 7458; 8661	69	67
0.00424109099242	0.0931655154911	Regulation of TP53 Activity	Reactome	R-HSA-5633007	BRCA1; PPP2CB; TAF5; CDKN2A; RFFL; ATM; PPP2R1B; HDAC2; TP53BP2; GATAD2B; MDM2; CSNK2B	5519; 4193; 1460; 117584; 6877; 472; 1029; 672; 5516; 57459; 7159; 3066	163	163
0.00437663745313	0.0931655154911	Synaptic Vesicle Pathway	Wikipathways	WP2267	PARK7; SLC22A3; AP2A1; UNC13C; AP2A2; DNM1L	6581; 10059; 11315; 160; 161; 440279	51	51
0.00445108546659	0.0931655154911	Lysosome Vesicle Biogenesis	Reactome	R-HSA-432720	AP1G1; ARF1; AP4B1; VAMP7; M6PR	164; 4074; 375; 6845; 10717	36	36
0.00449845905526	0.0931655154911	Cell Cycle, Mitotic	Reactome	R-HSA-69278	PPP2R1B; NUMA1; ZWINT; RAB2A; ITGB3BP; MYBL2; HIST1H2AB; AHCTF1; CDT1; MAPK1; DYRK1A; ORC4; CDKN2C; CDKN2A; RBL2; RAD21; CDC25A; TPR; ZWILCH; ANAPC4; PPP2CB; KIF23; CSNK2B; CEP76; TFDP2	5519; 9493; 993; 5934; 79959; 1460; 7029; 5862; 4926; 5516; 5000; 25909; 81620; 55055; 1859; 1029; 4605; 1031; 23421; 5594; 11130; 5885; 7175; 29945; 8335	468	466
0.00455499792987	0.0931655154911	G1 to S cell cycle control	Wikipathways	WP45	CDKN2C; CDKN2A; CDC25A; ATM; TFDP2; MDM2; ORC4	993; 5000; 1031; 4193; 7029; 1029; 472	68	68
0.00455499792987	0.0931655154911	Translation initiation complex formation	Reactome	R-HSA-72649	RPS25; RPS14; EIF3A; RPS29; EIF4H; EIF2S1; EIF4A2	1965; 1974; 6208; 6235; 6230; 7458; 8661	70	68
0.00460980251399	0.0931655154911	RHO GTPase Effectors	Reactome	R-HSA-195258	PPP2CB; PPP2R1B; CTTN; GOPC; AHCTF1; IQGAP1; ZWINT; KIF5B; CALM1; GRB2; PFN1; ITGB3BP; MAPK1; ZWILCH; WIPF2; LIMK1; DVL1; HIST1H2AB	147179; 5594; 25909; 5519; 2885; 11130; 1855; 2017; 57120; 5216; 3799; 801; 3984; 8335; 8826; 55055; 5516; 23421	299	298
0.00476415801446	0.0931655154911	Canonical NF-kappaB pathway	PID	nfkappabcanonicalpathway	IKBKB; ERC1; ATM; NFKBIA	472; 23085; 3551; 4792	23	23
0.00476415801446	0.0931655154911	Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling	Wikipathways	WP3612	ABCC4; NQO1; GCLC; ABCC3	10257; 8714; 2729; 1728	23	23
0.00493982493291	0.0931655154911	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	Reactome	R-HSA-72662	RPS25; RPS14; EIF3A; RPS29; EIF4H; EIF2S1; EIF4A2	1965; 1974; 6208; 6235; 6230; 7458; 8661	71	69
0.00504545860376	0.0931655154911	Hh mutants that don,t undergo autocatalytic processing are degraded by ERAD	Reactome	R-HSA-5362768	OS9; SYVN1; DERL2	51009; 10956; 84447	12	12
0.00504545860376	0.0931655154911	Hh mutants abrogate ligand secretion	Reactome	R-HSA-5387390	OS9; SYVN1; DERL2	51009; 10956; 84447	12	12
0.00511610290096	0.0931655154911	Post-translational protein modification	Reactome	R-HSA-597592	BRCA1; RAD23B; FOXK1; NFKBIA; PSMD3; DOHH; RIPK1; RAB2A; DDOST; ARFGAP2; RHOT1; CNTN5; KCNA6; TMED10; AREG; LYPD2; CALM1; ARF1; RAD21; USP42; SYVN1; DERL2; GMDS; B4GALT1; RAB12; PSMC4; OS9; CDKN2A; RAB5B; CDC25A; SENP1; GMPPB; USP10; RAB23; TPR; USP30; MDM2; HNRNPC; HIST1H2AB; TOP2B; PREB; DHPS; DPM3; PSMB6; USP47; TOMM20	3742; 7155; 4193; 54344; 10113; 5869; 993; 29843; 5709; 4792; 2762; 374; 83475; 8737; 9100; 5694; 375; 1650; 5704; 55288; 5862; 84132; 84447; 29925; 10972; 201475; 137797; 55031; 221937; 53942; 2683; 10956; 1029; 1725; 3183; 84749; 5885; 7175; 51715; 801; 8335; 9804; 672; 51009; 84364; 5887	1026	1025
0.00518818902192	0.0931655154911	Metabolism of amino acids and derivatives	Reactome	R-HSA-71291	KARS; OGDH; RPS25; RPS14; PPM1K; GCLC; AIMP1; RPL14; DDC; RPS29; RPL10; PNMT; BCKDK; MARS; HIBADH; DDO; NQO1; HNMT; SLC25A10	4967; 3735; 6230; 9255; 152926; 6134; 8528; 10295; 5409; 1728; 11112; 4141; 6208; 6235; 9045; 1468; 1644; 2729; 3176	328	325
0.00534537421056	0.0931655154911	Catecholamine biosynthesis	Reactome	R-HSA-209905	DDC; PNMT	1644; 5409	4	4
0.00534537421056	0.0931655154911	catecholamine biosynthesis	HumanCyc	PWY66-301	DDC; PNMT	1644; 5409	4	4
0.00534537421056	0.0931655154911	Tyrosine hydroxylase deficiency	SMPDB	SMP00497	DDC; PNMT	1644; 5409	4	4
0.00534537421056	0.0931655154911	Catecholamine Biosynthesis	SMPDB	SMP00012	DDC; PNMT	1644; 5409	4	4
0.00534537421056	0.0931655154911	Aromatic L-Aminoacid Decarboxylase Deficiency	SMPDB	SMP00170	DDC; PNMT	1644; 5409	4	4
0.00534537421056	0.0931655154911	glutaryl-CoA degradation	HumanCyc	PWY-5177	ECHS1; ACAT2	1892; 39	4	4
0.00534537421056	0.0931655154911	TET1,2,3 and TDG demethylate DNA	Reactome	R-HSA-5221030	TET1; TET2	80312; 54790	4	4
0.00534537421056	0.0931655154911	Hypusine synthesis from eIF5A-lysine	Reactome	R-HSA-204626	DHPS; DOHH	83475; 1725	4	4
0.00534537421056	0.0931655154911	UTP and CTP dephosphorylation II	HumanCyc	PWY-7177	CTPS2; CANT1	124583; 56474	4	4
0.00534826843004	0.0931655154911	Cytoplasmic Ribosomal Proteins	Wikipathways	WP477	RPS6KA1; RPS25; RPS6KA6; RPS14; RPS6KB2; RPL14; RPL10; RPS29	27330; 6208; 6195; 6199; 9045; 6134; 6235; 6230	88	88
0.00543903097465	0.0935911305517	Cell Cycle	Reactome	R-HSA-1640170	PPP2R1B; NUMA1; ZWINT; ATM; RAB2A; ITGB3BP; MYBL2; HIST1H2AB; AHCTF1; CDT1; MAPK1; DYRK1A; ORC4; BRCA1; CDKN2C; CDKN2A; RBL2; RAD21; CDC25A; TPR; ZWILCH; MDM2; ANAPC4; PPP2CB; KIF23; CSNK2B; CEP76; TFDP2	5519; 4193; 9493; 993; 1859; 5934; 472; 79959; 1460; 7029; 5862; 4926; 5516; 5000; 25909; 81620; 55055; 1029; 4605; 672; 23421; 5594; 11130; 7175; 5885; 1031; 29945; 8335	551	549
0.00563928564665	0.095867855993	G13 Signaling Pathway	Wikipathways	WP524	PFN1; LIMK1; CALM1; CFL2; IQGAP1	5216; 1073; 8826; 3984; 801	38	38
0.006310178418	0.0982833913412	Pyruvate metabolism - Homo sapiens (human)	KEGG	path:hsa00620	FH; PC; ACAT2; MDH2; ACYP1	39; 5091; 4191; 97; 2271	39	39
0.00641221556353	0.0982833913412	Dopamine metabolism	Wikipathways	WP2436	DDC; PPP2CB; NQO1	1644; 1728; 5516	13	13
0.00641221556353	0.0982833913412	Activation of DNA fragmentation factor	Reactome	R-HSA-211227	HMGB2; DFFA; HIST1H1C	3148; 1676; 3006	13	13
0.00641221556353	0.0982833913412	Apoptosis induced DNA fragmentation	Reactome	R-HSA-140342	HMGB2; DFFA; HIST1H1C	3148; 1676; 3006	13	13
0.00641221556353	0.0982833913412	SeMet incorporation into proteins	Reactome	R-HSA-2408517	KARS; AIMP1; MARS	4141; 9255; 3735	13	13
0.00641221556353	0.0982833913412	ERKs are inactivated	Reactome	R-HSA-202670	PPP2CB; PPP2R1B; MAPK1	5519; 5594; 5516	13	13
0.00641221556353	0.0982833913412	Inhibition of replication initiation of damaged DNA by RB1/E2F1	Reactome	R-HSA-113501	PPP2R1B; PPP2CB; TFDP2	7029; 5519; 5516	13	13
0.00648748602358	0.0982833913412	Nuclear Events (kinase and transcription factor activation)	Reactome	R-HSA-198725	MAPK1; PPP2R1B; PPP2CB; RPS6KA1	5516; 5519; 5594; 6195	25	25
0.00653757535915	0.0982833913412	Amino Acid metabolism	Wikipathways	WP3925	OGDH; PC; MDH2; HIBADH; DDC; HNMT; FH; PNMT	11112; 5091; 4967; 4191; 1644; 2271; 5409; 3176	91	91
0.00654979212383	0.0982833913412	Regulation of Actin Cytoskeleton	Wikipathways	WP51	BDKRB1; LIMK1; CHRM3; CHRM2; PFN1; MAPK1; MAPK6; CFL2; PAK4; BCAR1; IQGAP1	10298; 1073; 9564; 5594; 5597; 1129; 1131; 623; 8826; 5216; 3984	151	151
0.00672773734496	0.0982833913412	Clathrin derived vesicle budding	Reactome	R-HSA-421837	SNX5; VAMP7; AP1G1; ARF1; HIP1R; AP4B1; M6PR	164; 4074; 27131; 375; 6845; 10717; 9026	73	73
0.00672773734496	0.0982833913412	trans-Golgi Network Vesicle Budding	Reactome	R-HSA-199992	SNX5; VAMP7; AP1G1; ARF1; HIP1R; AP4B1; M6PR	164; 4074; 27131; 375; 6845; 10717; 9026	73	73
0.00672773734496	0.0982833913412	Chronic myeloid leukemia - Homo sapiens (human)	KEGG	path:hsa05220	CDKN2A; GRB2; NFKBIA; IKBKB; MAPK1; HDAC2; MDM2	2885; 4792; 5594; 3551; 4193; 1029; 3066	73	73
0.00697542951043	0.0982833913412	Apoptosis Modulation and Signaling	Wikipathways	WP1772	CASP6; RIPK1; CDKN2A; BIRC7; NFKBIA; DFFA; IKBKB; TNFRSF11B	3551; 4982; 1676; 79444; 839; 8737; 1029; 4792	92	92
0.00697542951043	0.0982833913412	Apoptosis Modulation and Signaling	Wikipathways	WP3911	CASP6; RIPK1; CDKN2A; BIRC7; NFKBIA; DFFA; IKBKB; TNFRSF11B	3551; 4982; 1676; 79444; 839; 8737; 1029; 4792	92	92
0.00697542951043	0.0982833913412	Apoptosis Modulation and Signaling	Wikipathways	WP3912	CASP6; RIPK1; CDKN2A; BIRC7; NFKBIA; DFFA; IKBKB; TNFRSF11B	3551; 4982; 1676; 79444; 839; 8737; 1029; 4792	92	92
0.00697542951043	0.0982833913412	Fc gamma R-mediated phagocytosis - Homo sapiens (human)	KEGG	path:hsa04666	SPHK1; INPPL1; PLD2; LIMK1; RPS6KB2; MAPK1; CFL2; MYO10	4651; 1073; 3636; 6199; 8877; 5338; 3984; 5594	93	92
0.00703516833839	0.0982833913412	Integrated Lung Cancer Pathway	Wikipathways	WP2512	CASP6; ERC1; RIPK1; ARF1; MDM2	23085; 839; 8737; 4193; 375	40	40
0.00721049150609	0.099745132501	mTOR signaling pathway - Homo sapiens (human)	KEGG	path:hsa04150	RPS6KA1; FZD6; RPS6KA6; GRB2; RPS6KB2; IKBKB; MAPK1; WDR24; DVL1; RRAGC; TELO2	6195; 6199; 64121; 8323; 9894; 27330; 84219; 1855; 2885; 5594; 3551	154	153
0.00740673224628	0.101465040772	Translation	Reactome	R-HSA-72766	RPS25; RPS14; EIF3A; EIF2B3; RPS29; RPL14; DDOST; RPL10; EIF4H; EIF4A2; EIF2S1; SSR3	6230; 1650; 6134; 7458; 1965; 8661; 6747; 6235; 6208; 9045; 8891; 1974	177	175
0.00757250034616	0.101759980842	Golgi Associated Vesicle Biogenesis	Reactome	R-HSA-432722	SNX5; VAMP7; AP1G1; ARF1; AP4B1; HIP1R	164; 375; 27131; 6845; 10717; 9026	57	57
0.00757250034616	0.101759980842	Caspase Cascade in Apoptosis	PID	caspase_pathway	CASP6; NUMA1; LIMK1; DFFA; RIPK1; CFL2	8737; 1676; 4926; 3984; 1073; 839	57	57
