p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
7.79995188263e-06	0.000421197401662	GO:0048770	c	5	pigment granule	483; 821; 2923; 3916; 5862; 5868; 5869; 5878; 6509; 7184; 7529; 7879; 10972; 80331	RAB7A; RAB5A; RAB5C; RAB5B; DNAJC5; PDIA3; ATP1B3; HSP90B1; RAB2A; YWHAB; LAMP1; SLC1A4; CANX; TMED10	103	103
1.68052278526e-05	0.000840261392631	GO:0019901	m	5	protein kinase binding	207; 324; 673; 708; 805; 998; 1032; 1408; 1464; 1540; 1739; 1856; 2033; 2339; 2626; 4038; 5037; 5335; 5580; 5585; 5589; 5604; 6194; 6294; 7532; 8651; 8844; 10040; 10519; 56155; 80279; 4869; 8165; 117584; 84953; 55250; 23177; 57506	TEX14; AKT1; MAP2K1; PRKCSH; C1QBP; DLG1; PEBP1; CALM2; CRY2; DVL2; CIB1; KSR1; YWHAG; CEP68; MICALCL; FNTA; CDKN2D; PKN1; RFFL; SAFB; PRKCD; CDK5RAP3; GATA4; EP300; NPM1; AKAP1; SOCS1; LRP4; CSPG4; RPS6; PLCG1; CYLD; BRAF; TOM1L1; APC; MAVS; ELP2; CDC42	549	548
3.49524695313e-05	0.00245247373586	GO:0006412	b	5	translation	16; 207; 708; 1468; 1653; 1656; 1967; 1974; 1977; 1982; 2033; 2058; 2193; 10987; 4076; 4116; 4141; 5604; 5917; 6134; 6194; 6198; 6230; 6233; 6238; 6741; 7248; 8666; 10236; 10667; 10767; 4869; 115286; 118487; 27327; 54148; 55173; 57470; 56478; 92259; 28977; 64978	FARS2; LRRC47; RPS27A; EIF2B1; RPS6; MAP2K1; MRPS10; TNRC6A; CAPRIN1; SLC25A10; CHCHD1; NPM1; HNRNPR; MRPS36; RPS6KB1; DDX6; C1QBP; EIF3G; RARS; EIF4ENIF1; EPRS; TSC1; MAGOH; RPS25; MRPL38; MRPL39; RPL10; EIF4E; EP300; COPS5; RRBP1; HBS1L; AKT1; EIF4G2; AARS; MRPL42; FARSA; DDX1; MARS; SLC25A26; SSB; EIF4A2	657	652
3.7520460493e-05	0.00245247373586	GO:0010942	b	5	positive regulation of cell death	207; 274; 324; 472; 23787; 708; 885; 998; 1540; 2033; 2923; 3329; 3456; 3482; 4170; 5023; 5580; 5664; 5924; 5979; 6194; 6233; 23087; 7529; 7532; 9353; 10018; 10059; 10134; 10550; 10971; 11132; 11315; 80034; 51024; 23593; 54205; 23365; 27035; 27250	RPS27A; RET; NOX1; RPS6; MCL1; CCK; P2RX1; IGF2R; BIN1; CSRNP3; BCL2L11; PSEN2; PARK7; YWHAQ; C1QBP; IFNB1; HSPD1; SLIT2; YWHAB; HEBP2; YWHAG; ARHGEF12; ATM; ARL6IP5; PDIA3; PRKCD; TRIM35; DNM1L; EP300; PDCD4; BCAP31; MTCH1; RASGRF2; AKT1; CAPN10; FIS1; CYLD; CYCS; APC; CDC42	612	611
4.90803733565e-05	0.00261765309868	GO:0007346	b	5	regulation of mitotic cell cycle	207; 324; 472; 546; 998; 1025; 1028; 1063; 1540; 1739; 1874; 1977; 2033; 4193; 5934; 6194; 6198; 6233; 7039; 23087; 7756; 7976; 9700; 10040; 10498; 56155; 11331; 80279; 4869; 51347; 54962; 55055; 29766	TMOD3; ZNF207; CDKN1C; TEX14; RPS27A; CARM1; TRIM35; RPS6; ZWILCH; DLG1; FZD3; TIPIN; RPS6KB1; PHB2; ESPL1; TGFA; ATM; RBL2; CENPF; CDK9; EIF4E; ATRX; MDM2; EP300; NPM1; CDK5RAP3; TAOK3; E2F4; AKT1; CYLD; TOM1L1; APC; CDC42	472	471
4.91684019786e-05	0.00261765309868	GO:0006464	b	5	cellular protein modification process	27; 207; 246; 324; 414; 472; 537; 673; 805; 864; 885; 998; 1025; 1028; 1032; 132158; 1121; 1408; 1464; 1540; 1603; 1622; 1739; 1856; 1889; 1946; 2033; 2139; 2242; 10987; 2287; 2339; 2589; 2651; 3006; 3008; 3077; 3190; 3456; 4038; 4191; 4193; 4602; 4615; 4831; 4939; 5037; 152926; 5251; 5314; 5335; 5345; 5475; 5536; 5580; 5585; 5589; 5600; 5604; 5780; 5876; 5905; 5924; 5931; 5979; 5998; 6185; 6198; 6233; 6237; 6376; 6598; 6877; 7039; 7053; 7158; 7184; 7248; 7251; 7328; 23072; 7525; 7529; 7532; 23186; 8202; 8260; 8533; 8573; 8649; 8651; 8844; 9217; 9353; 140458; 9488; 9530; 23435; 9968; 10040; 10243; 10270; 10498; 10507; 10519; 10549; 10550; 56155; 10856; 10868; 338596; 11072; 11160; 11221; 11315; 11331; 84128; 84133; 84152; 79084; 80012; 51569; 80279; 440730; 4869; 80895; 84572; 8165; 117584; 83548; 83737; 51347; 84132; 84193; 51429; 84749; 282974; 54205; 54472; 54492; 54872; 55432; 22938; 22992; 23307; 23398; 23400; 56341; 56913; 9545; 57506; 80829; 124790; 27035; 27250; 28992; 29071; 29085; 4893; 389840; 348995; 5033; 22843; 26127; 55858	RPN2; TGM3; MAP3K15; ARL6IP5; AKT1; FKBP15; CCK; FKBP3; CIB1; SEMA4D; SETD3; USP20; DLG1; PEBP1; CALM2; ASB5; PARK7; ATP6AP1; C1GALT1; OAS2; PHC3; KDM2A; MYB; PRMT8; FNTA; CDKN2D; COG3; RFFL; CHM; MACROD1; USP30; MDM2; AKAP1; DBI; SOCS1; LRP4; NME2; RBBP7; PLCG1; RUNX3; P4HA1; CYLD; PKHD1; MAVS; CDK5RAP3; TSG101; CDKN1C; COPS3; SNX9; RPS27A; CARM1; HSP90B1; COPS5; RRAS; ZFP91; TGFA; PPM1E; PPP1R1B; RUVBL2; PIGG; PPM1K; USP42; CX3CL1; KSR1; MYD88; ZNRF3; TMEM165; PTPN9; APC; PHEX; GALNT1; GPHN; STK32C; UBE2H; TAF5; NAA10; PPP5C; GLYCTK; CSPG4; AKAP8; HECW1; ILKAP; LAMTOR3; PHPT1; BAG4; TEX14; ATM; VAPB; RET; RCOR1; PRKCSH; MAPK11; ABL2; HFE; TSC1; NEURL1B; NCOA3; RPS6KB1; CASK; IFNB1; HNRNPK; HEXIM2; PDCD4; EFNA5; FGFR1OP2; PPEF1; FES; SERPINF2; HIST1H1E; EP300; HIST1H1C; NOX1; ERLIN2; RASGRF2; C1GALT1C1; ALOX15; TRIM67; ST8SIA6; CDK9; CDC42; TAOK3; ITCH; UFM1; PHB2; PRDX4; CYCS; MAP2K1; MDH2; ECE1; DAD1; YES1; TOLLIP; GCNT2; ATP13A2; NRAS; CRY2; NUP43; DVL2; MED12; SLIT2; RGS3; YWHAB; YWHAG; EYA2; PIGB; SMARCB1; GNPTG; PKN1; PRKCD; TARDBP; RANGAP1; RAB3D; TP53BP1; DUSP14; NPM1; DUSP10; ARSD; SNW1; YOD1; RABGGTB; BRAF; TOM1L1; PPWD1; WDR75; WDR77	3772	3761
5.09696013651e-05	0.00261765309868	GO:0051130	b	5	positive regulation of cellular component organization	27; 207; 246; 324; 472; 546; 673; 708; 885; 998; 1025; 1073; 1361; 1739; 1946; 2033; 2242; 2803; 2896; 3077; 3176; 3190; 4038; 4076; 4602; 5345; 5580; 5604; 5979; 6598; 7039; 7248; 7251; 7529; 7532; 9353; 9530; 9700; 10018; 10059; 10270; 10458; 10507; 10519; 10576; 10694; 10856; 10971; 11315; 11331; 11338; 84128; 80115; 440730; 51024; 51429; 22938; 57175; 27035; 22843; 56910; 51760; 27286	TSG101; YWHAQ; BAG4; PHB2; SNX9; ATM; MAP2K1; CORO1B; AKT1; ALOX15; CCK; CAPRIN1; CIB1; ABL2; HFE; TSC1; DLG1; CCT8; BCL2L11; U2AF2; RUVBL2; CCT2; SEMA4D; PARK7; BAIAP2; C1QBP; SERPINF2; HNRNPK; GOLGA4; SLIT2; SRPX2; YWHAB; ESPL1; MYB; HNMT; SYT17; TGFA; SMARCB1; RET; EFNA5; PRKCD; DNM1L; PPM1E; CFL2; APC; GRN; ATRX; EP300; TRIM67; NOX1; SNW1; LRP4; AKAP8; CPB2; YWHAG; FIS1; BRAF; BAIAP2L2; CDK9; CDC42; WDR75; STARD7; FES	1142	1141
5.61807932885e-05	0.00269293269163	GO:0051174	b	5	regulation of phosphorus metabolic process	207; 246; 324; 472; 537; 673; 805; 885; 998; 1025; 1028; 1032; 1408; 1464; 1739; 1856; 1889; 1946; 2033; 10987; 2651; 2887; 3077; 3456; 4038; 4615; 5314; 5335; 5345; 5536; 5580; 5585; 5600; 5604; 5934; 5979; 5998; 6233; 6237; 6376; 7039; 7184; 7248; 7251; 7525; 7529; 7532; 8543; 8651; 8844; 9217; 9353; 9530; 23435; 10040; 10059; 10270; 10507; 10519; 10550; 11072; 11221; 11315; 11331; 80034; 84152; 80279; 4869; 8165; 83737; 51347; 51429; 55125; 23307; 57506; 80829; 124790; 27035; 27250; 389840; 22843; 63898; 27286	TSG101; TAOK3; FKBP15; CCK; BAG4; PKHD1; CDKN1C; AKAP8; SNX9; ATM; ARL6IP5; VAPB; MAP2K1; COPS5; RRAS; AKT1; ALOX15; MAPK11; ECE1; ZFP91; CIB1; CSRNP3; HFE; YES1; TSC1; DLG1; ITCH; PPM1E; PPP1R1B; CALM2; RBL2; GCNT2; SEMA4D; PARK7; ATP6AP1; CRY2; IFNB1; DVL2; PHB2; SERPINF2; DNM1L; SLIT2; HEXIM2; RGS3; CX3CL1; KSR1; PDCD4; MYD88; YWHAG; MAP3K15; TGFA; RPS27A; SH2D4A; SRPX2; CDKN2D; PKN1; EFNA5; PRKCD; CEP192; YWHAB; RET; APC; DUSP14; EP300; NPM1; DUSP10; CDK5RAP3; TARDBP; NOX1; SOCS1; LRP4; CSPG4; GRB10; LMO4; PLCG1; HSP90B1; BRAF; TOM1L1; PPP5C; CDK9; MAVS; AKAP1; CDC42	1632	1629
8.18011979933e-05	0.00326800486955	GO:0016338	b	5	calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules	1364; 1366; 6376; 7122; 9076; 26285	CLDN17; CX3CL1; CLDN1; CLDN4; CLDN5; CLDN7	23	23
8.18033292733e-05	0.00326800486955	GO:0043043	b	5	peptide biosynthetic process	16; 207; 708; 1468; 1653; 1656; 1967; 1974; 1977; 1982; 2033; 2058; 2193; 10987; 4076; 4116; 4141; 5604; 5917; 6134; 6194; 6198; 6230; 6233; 6238; 6741; 7248; 8666; 10236; 10667; 10767; 4869; 115286; 118487; 27327; 54148; 55173; 57470; 56478; 92259; 28977; 64978	FARS2; LRRC47; RPS27A; EIF2B1; RPS6; MAP2K1; MRPS10; TNRC6A; CAPRIN1; SLC25A10; CHCHD1; NPM1; HNRNPR; MRPS36; RPS6KB1; DDX6; C1QBP; EIF3G; RARS; EIF4ENIF1; EPRS; TSC1; MAGOH; RPS25; MRPL38; MRPL39; RPL10; EIF4E; EP300; COPS5; RRBP1; HBS1L; AKT1; EIF4G2; AARS; MRPL42; FARSA; DDX1; MARS; SLC25A26; SSB; EIF4A2	682	677
8.18137519499e-05	0.00326800486955	GO:0051960	b	5	regulation of nervous system development	27; 182; 207; 274; 673; 1123; 1656; 1739; 1856; 1946; 1977; 2016; 2033; 2242; 2803; 2896; 3190; 4038; 4076; 4909; 5589; 5604; 5979; 6257; 6376; 7520; 7532; 7976; 9353; 140578; 9723; 10458; 10498; 10507; 10519; 10810; 11178; 11221; 80279; 440730; 85414; 54903; 22938; 56478; 51760; 27286	SEMA4D; CARM1; RET; AKT1; MAP2K1; PRKCSH; CAPRIN1; CIB1; ABL2; BIN1; DLG1; MKS1; FZD3; WASF3; XRCC5; EIF4E; DVL2; HNRNPK; GOLGA4; SLIT2; SRPX2; CX3CL1; JAG1; YWHAG; LZTS1; NTF4; EFNA5; RXRB; EIF4ENIF1; FES; CDK5RAP3; GRN; EP300; DUSP10; TRIM67; SYT17; SNW1; SEMA3E; LRP4; SLC45A3; CHN1; EMX1; DDX6; BRAF; CHODL; BAIAP2	767	766
