p-value	q-value	complex_name	source	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.00652348189975	0.0258523171583	GAB1/SHIP/PIK3R1/SHP2/SHC	PID	SHC1; PIK3R1	5295; 6464	5	5
0.00837436008163	0.0320020188834	Emerin complex 32	CORUM	HIST1H3B; ACTB; LMNB1; RCOR1	60; 4001; 8358; 23186	31	31
0.00837436008163	0.0320020188834	CDC5L complex	CORUM	CDC5L; SNRPA; SRSF1; ILF2	988; 3608; 6426; 6626	31	31
0.00961630179921	0.0321545091411	Emerin architectural complex	CORUM	ACTB; LMNB1	60; 4001	6	6
0.00961630179921	0.0321545091411	CD4/HIV Nef/AP2/vacuolar proton-transporting V-type ATPase complex/Coatomer protein complex/ARF1/GTP	PID	ARF1; CLTB	375; 1212	6	6
0.00961630179921	0.0321545091411	coatomer protein complex/ARF1/GTP/ARF-GAP1	PID	ARF1; CLTB	375; 1212	6	6
0.00961630179921	0.0321545091411	beta-catenin:TCF:Smad4	INOH	CTNNB1; TCF7L2	1499; 6934	6	6
0.00961630179921	0.0321545091411	TCF4/beta catenin/TRRAP/SCF	PID	CTNNB1; TCF7L2	1499; 6934	6	6
0.00961630179921	0.0321545091411	Oligosaccharyltransferase complex (Stt3A variant)	CORUM	RPN2; DDOST	1650; 6185	6	6
0.00961630179921	0.0321545091411	Integrin-alpha/Integrin-beta/Talin/Paxillin/Vinculin	BioCarta	ITGB1; VCL	3688; 7414	6	6
0.00961630179921	0.0321545091411	SHC/GRB2/SOS1/GAB1/PI3K	PID	SHC1; PIK3R1	5295; 6464	6	6
