p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
2.21592543719e-05	0.0014674350673	GO:0051252	b	5	regulation of RNA metabolic process	672; 676; 1029; 1407; 1653; 1827; 1855; 1859; 1974; 2019; 2314; 2323; 2494; 55031; 2553; 2626; 2729; 3006; 3066; 3077; 3148; 3191; 3551; 4009; 4193; 4233; 4302; 4602; 4605; 4792; 5074; 5204; 5205; 5216; 5594; 5704; 5885; 5934; 5993; 6195; 6208; 6294; 6428; 6492; 6595; 6732; 6877; 7029; 121340; 7175; 137735; 7542; 7551; 7566; 7579; 7707; 7748; 7756; 8106; 23186; 8323; 8570; 8737; 8863; 8877; 8880; 9039; 9321; 9447; 23435; 9734; 9745; 9826; 9939; 10009; 10113; 10128; 10284; 10507; 10626; 10765; 10771; 10808; 11168; 11315; 79084; 79190; 80110; 80312; 80345; 146050; 81606; 81620; 2833; 8335; 221336; 84081; 51360; 51780; 3203; 150572; 221937; 134728; 54790; 54993; 55206; 55269; 55749; 22985; 22992; 55769; 23085; 23189; 23421; 23468; 56341; 56751; 56980; 253639; 25909; 140612; 57336; 57459; 57592; 57684; 221786; 81566; 91074; 353274; 26205; 124790; 26586; 27000; 27250; 27339; 6431; 29843; 128408; 64428; 163255; 55629; 65018; 54583	BHLHE23; LRPPRC; TRIM16; PSPC1; CRY1; IKBKB; SEMA4D; GATA4; ANKRD30A; ZNF148; PARK7; AHCTF1; HDAC9; FLII; ZSCAN29; SAP18; DYRK1A; LBH; MYB; ZSCAN20; BRCA1; ARHGEF11; PRMT8; CDKN2A; NSRP1; ACIN1; SAFB; ZNF687; SP7; PER3; TPR; MDM2; ZNF445; HIST1H1C; MBTPS2; BARHL1; RFX5; ATP8B1; DDX1; ZBTB26; KDM5B; ZSCAN16; ZNF195; FOXK1; NFKBIA; KDM2A; PINK1; CCAR1; FAM200A; ZSCAN2; SRSF6; FUBP1; HSPH1; SRSF3; HOXA6; USP47; KHSRP; CSRNP2; EN1; NR5A2; ZNF287; ZBTB33; ZFP28; LMX1A; SENP1; UBA3; HEXIM2; PNRC2; RPS6KA1; TAF5; PSIP1; ZNF614; PRDM10; DNAJC2; PFN1; KDM3B; TFDP2; EIF4A2; HDAC2; ZNF207; RCAN1; ZNF620; RCOR1; CBX5; HFE; ZNF536; RBM8A; FZD6; CDT1; MAPK1; HNRNPL; ERC1; PDCD4; BEND6; GABPB1; PFDN5; RBL2; TET1; TET2; EGLN1; AIM2; BRDT; FLT3LG; GMEB2; PAWR; SRPK1; TARDBP; IRX6; PREB; MET; GATAD2B; SPHK1; RPS14; HMGB2; RIPK1; IRAK1BP1; ITGB3BP; ZNF18; ZMYND11; SMARCA2; MYBL2; HIST1H2AB; SIM1; ZNF3; PRPF19; MLLT6; GCLC; CXCR3; ZNF83; DVL1; NARFL; PSMC4; PABPN1; RAD21; ZFPL1; SMYD1; TRIP11; SBNO1; ZNF540; ABRA; KANK1; CKAP2; WDR77	3727	3714
2.46506916227e-05	0.00146918122071	GO:0010498	b	5	proteasomal protein catabolic process	1855; 2729; 3077; 4193; 5516; 5694; 5704; 5709; 5887; 6477; 9655; 10956; 11315; 79791; 117584; 55139; 51009; 84447; 54476; 57003; 90637; 27339; 29843; 29945; 29978; 65018	RAD23B; CCDC47; PSMD3; PINK1; HFE; PRPF19; PARK7; GCLC; SYVN1; DERL2; DVL1; PSMC4; ZFAND2A; OS9; SIAH1; RFFL; SENP1; MDM2; ANAPC4; SOCS5; ANKZF1; PPP2CB; UBQLN2; FBXO31; PSMB6; RNF216	377	376
2.88286998966e-05	0.00156199137622	GO:0019219	b	5	regulation of nucleobase-containing compound metabolic process	374; 472; 672; 676; 1029; 1407; 1653; 1676; 1827; 1855; 1859; 1974; 2019; 2314; 2323; 2494; 55031; 2553; 2626; 2729; 3006; 3066; 3077; 3148; 3183; 3191; 3551; 4009; 4193; 4233; 4302; 4602; 4605; 4792; 801; 5074; 5204; 5205; 5216; 5594; 5704; 5885; 5934; 5993; 6195; 6208; 6294; 6428; 6492; 6595; 6732; 6877; 7029; 121340; 7175; 137735; 7542; 7551; 7566; 7579; 7707; 7748; 7756; 8106; 23186; 8323; 8570; 8737; 8863; 8877; 8880; 9039; 9321; 9447; 23435; 9734; 9745; 9826; 9939; 10009; 10059; 10113; 10128; 10284; 10507; 10576; 10626; 10694; 10765; 10771; 10808; 11168; 11315; 79084; 79190; 80110; 80312; 80345; 146050; 81606; 81620; 2833; 8335; 221336; 84081; 51360; 51780; 3203; 150572; 221937; 134728; 80119; 54790; 54993; 55206; 55269; 55749; 22985; 22992; 55769; 23085; 23189; 23421; 23432; 23468; 56341; 56751; 56980; 253639; 25909; 140612; 57336; 57459; 57592; 57684; 221786; 81566; 91074; 353274; 26205; 124790; 26586; 27000; 27250; 27339; 6431; 29843; 128408; 64428; 163255; 55629; 65018; 54583	BHLHE23; LRPPRC; TRIM16; PSPC1; GCLC; IKBKB; SEMA4D; GATA4; ANKRD30A; CALM1; ZNF148; PARK7; AHCTF1; HDAC9; FLII; ZSCAN29; SAP18; DYRK1A; LBH; HIST1H1C; ZSCAN20; BRCA1; ARHGEF11; PRMT8; CDKN2A; NSRP1; ACIN1; SAFB; DFFA; SP7; PER3; TPR; MDM2; ZNF445; MBTPS2; BARHL1; RFX5; ATP8B1; DDX1; ZBTB26; KDM5B; ZSCAN16; ZNF195; FOXK1; FUBP1; KDM2A; PINK1; CCAR1; FAM200A; ZSCAN2; CCT8; SRSF6; HSPH1; SRSF3; HOXA6; CCT2; USP47; KHSRP; CSRNP2; EN1; NR5A2; ZNF287; ZBTB33; GPR161; ZFP28; LMX1A; SENP1; UBA3; HEXIM2; PNRC2; RPS6KA1; TAF5; PSIP1; ZNF614; PRDM10; DNAJC2; PFN1; KDM3B; TFDP2; EIF4A2; HDAC2; ZNF207; RCAN1; ZNF620; ATM; RCOR1; CBX5; HFE; AREG; ZNF536; RBM8A; FZD6; CDT1; MAPK1; HNRNPL; ERC1; PDCD4; HNRNPC; BEND6; GABPB1; PFDN5; RBL2; TET1; TET2; EGLN1; AIM2; BRDT; FLT3LG; GMEB2; PAWR; SRPK1; TARDBP; MYB; PREB; MET; GATAD2B; SPHK1; RPS14; HMGB2; RIPK1; IRAK1BP1; ITGB3BP; ZNF18; ZMYND11; SMARCA2; MYBL2; HIST1H2AB; SIM1; ZNF3; PRPF19; MLLT6; CRY1; CXCR3; ZNF83; DVL1; NARFL; PSMC4; PABPN1; NFKBIA; RAD21; ZFPL1; ZNF687; SMYD1; TRIP11; SBNO1; IRX6; PIF1; ZNF540; ABRA; KANK1; CKAP2; DNM1L; WDR77	4066	4052
3.732860612e-05	0.00172450812036	GO:0033365	b	5	protein localization to organelle	636; 672; 1029; 1653; 1855; 3176; 4193; 4670; 4792; 4856; 5594; 5830; 5885; 6134; 6208; 6230; 6235; 6747; 6845; 7159; 7175; 137735; 8877; 9045; 9321; 9530; 9804; 10059; 23527; 10527; 10576; 10694; 10808; 10956; 11315; 79571; 84572; 51024; 51715; 85377; 23189; 23203; 90410; 56910; 10615; 65018	OS9; SPHK1; IFT20; BAG4; RPS14; NFKBIA; RPS25; TOMM20; PINK1; CCT8; HSPH1; PMPCA; CCT2; PARK7; IPO7; MAPK1; HNRNPM; GCC1; HNMT; BRCA1; CDKN2A; RAD21; SPAG5; ACAP2; RPS29; RPL14; RPL10; TPR; TP53BP2; TRIP11; MDM2; DVL1; BICD1; GNPTG; RAB23; PEX5; VAMP7; MICALL1; FIS1; SSR3; DDX1; ABRA; KANK1; DNM1L; NOV; STARD7	879	878
3.76151100079e-05	0.00172450812036	GO:0034248	b	5	regulation of cellular amide metabolic process	1653; 1965; 1974; 1982; 4076; 5594; 6195; 6199; 6208; 7175; 7458; 8661; 8891; 9939; 10128; 10972; 51204; 54487; 55005; 57510; 56478; 57721; 64215; 163255; 65018	LRPPRC; RPS14; TACO1; CAPRIN1; PINK1; EIF2S1; TMED10; DGCR8; XPO5; RBM8A; EIF3A; RPS6KB2; MAPK1; EIF4ENIF1; METTL14; ZNF540; EIF2B3; TPR; RMND1; RPS6KA1; EIF4G2; DNAJC1; DDX1; EIF4A2; EIF4H	363	363
5.89390114904e-05	0.00277013354005	GO:0000287	m	5	magnesium ion binding	375; 2729; 3422; 5205; 5464; 6195; 6732; 171425; 8877; 9943; 55149; 80119; 54928; 27068; 64121; 27330; 65018	RPS6KA1; SPHK1; OXSR1; RRAGC; PIF1; IDI1; ARF1; GCLC; RPS6KA6; ATP8B1; IMPAD1; PPA2; PPA1; CLYBL; PINK1; MTPAP; SRPK1	203	202
6.42077818188e-05	0.00270000808648	GO:0031326	b	5	regulation of cellular biosynthetic process	374; 472; 672; 676; 1029; 1407; 1653; 1827; 1855; 1965; 1974; 1982; 2019; 2314; 2323; 2494; 55031; 2553; 2626; 2729; 3006; 3066; 3077; 3148; 3183; 3551; 4009; 4076; 4193; 4233; 4302; 4602; 4605; 4792; 801; 5074; 5204; 5205; 5216; 5594; 5704; 5885; 5934; 5993; 6195; 6199; 6208; 6294; 6492; 6595; 6877; 7029; 121340; 7175; 137735; 7458; 7542; 7551; 7566; 7579; 7707; 7748; 7756; 23186; 8323; 8570; 8661; 8737; 8863; 8877; 8880; 8891; 9039; 9321; 9447; 23435; 9722; 9734; 9745; 9826; 9939; 10009; 10113; 10128; 10284; 10507; 10576; 10626; 10694; 10765; 10771; 10808; 11168; 11315; 51204; 79084; 79190; 80110; 80312; 80345; 146050; 81606; 81620; 2833; 8335; 221336; 51360; 51780; 3203; 150572; 221937; 54487; 134728; 80119; 54790; 54993; 55005; 55206; 55269; 55749; 22992; 55769; 23085; 23189; 23421; 23432; 23468; 56341; 56751; 56980; 253639; 25909; 140612; 57336; 57459; 57510; 57592; 57684; 56478; 57721; 221786; 81566; 91074; 353274; 26205; 124790; 26586; 27000; 27250; 29843; 128408; 64215; 64428; 163255; 55629; 65018; 54583	BHLHE23; LRPPRC; TRIM16; ARHGEF11; PSPC1; TACO1; CRY1; IKBKB; CAPRIN1; SEMA4D; GATA4; DGCR8; CALM1; ZNF148; PARK7; AHCTF1; RCAN1; FLII; ZSCAN29; SAP18; BRDT; LBH; HIST1H1C; ZSCAN20; METTL14; BRCA1; ZNF207; PRMT8; CDKN2A; SAFB; ZNF687; SP7; PER3; TPR; MDM2; NOS1AP; ZNF445; MBTPS2; BARHL1; EIF4G2; ATP8B1; DDX1; RFX5; ZBTB26; KDM5B; ZSCAN16; ZNF195; FOXK1; FUBP1; PINK1; CCAR1; FAM200A; ZSCAN2; CCT8; XPO5; HSPH1; HOXA6; CCT2; USP47; KHSRP; CSRNP2; EN1; NR5A2; ZNF287; ZBTB33; GPR161; ZFP28; LMX1A; SENP1; EIF4H; HEXIM2; PNRC2; RPS6KA1; TAF5; PSIP1; ZNF614; PRDM10; DNAJC1; DNAJC2; PFN1; EIF3A; KDM3B; TFDP2; UBA3; HDAC2; HDAC9; ZNF620; ATM; EIF2B3; RCOR1; CBX5; HFE; AREG; ZNF536; RBM8A; FZD6; CDT1; RPS6KB2; MAPK1; ERC1; PDCD4; HNRNPC; BEND6; GABPB1; PFDN5; RBL2; TET1; TET2; EGLN1; AIM2; KDM2A; FLT3LG; GMEB2; PAWR; TARDBP; MYB; PREB; MET; GATAD2B; SPHK1; RPS14; HMGB2; RIPK1; IRAK1BP1; ITGB3BP; ZNF18; ZMYND11; SMARCA2; MYBL2; EIF2S1; HIST1H2AB; SIM1; ZNF3; MLLT6; GCLC; CXCR3; ZNF83; DVL1; NARFL; EIF4ENIF1; PSMC4; NFKBIA; RAD21; ZFPL1; SMYD1; ANKRD30A; TRIP11; RMND1; SBNO1; IRX6; PIF1; ZNF540; ABRA; KANK1; CKAP2; EIF4A2; WDR77	4256	4243
6.7953223653e-05	0.00270000808648	GO:0032774	b	5	RNA biosynthetic process	672; 676; 1029; 1407; 1653; 1827; 1855; 1974; 2019; 2314; 2323; 2494; 55031; 2553; 2626; 2729; 3006; 3066; 3077; 3148; 3551; 4009; 4193; 4233; 4302; 4602; 4605; 4792; 5074; 5204; 5205; 5216; 5594; 5704; 5885; 5934; 5993; 6134; 6195; 6208; 6230; 6235; 6294; 6428; 6492; 6595; 6877; 7029; 121340; 7175; 137735; 7542; 7551; 7566; 7579; 7707; 7748; 7756; 8106; 23186; 8323; 8570; 8737; 8863; 8877; 8880; 9039; 9045; 9321; 9447; 23435; 9734; 9745; 9826; 9939; 10009; 10113; 10128; 10284; 10507; 10626; 10765; 10771; 10808; 11168; 11315; 79084; 79190; 80110; 80312; 80345; 146050; 81606; 81620; 2833; 8335; 221336; 55149; 51360; 51780; 3203; 150572; 221937; 134728; 54790; 54993; 55206; 55269; 55749; 22992; 55769; 23085; 23189; 23421; 23468; 56341; 56751; 56980; 253639; 57117; 25909; 140612; 57336; 57459; 57592; 57684; 221786; 81566; 91074; 353274; 26205; 124790; 26512; 26586; 27000; 27250; 6431; 29843; 128408; 64121; 64428; 163255; 55629; 65018; 54583	BHLHE23; LRPPRC; TRIM16; PSPC1; CRY1; IKBKB; SEMA4D; GATA4; ANKRD30A; ZNF148; PARK7; AHCTF1; HDAC9; FLII; ZSCAN29; SAP18; BRDT; LBH; MYB; ZSCAN20; BRCA1; ARHGEF11; PRMT8; CDKN2A; SAFB; ZNF687; SP7; PER3; RPL10; TPR; MDM2; MTPAP; ZNF445; HIST1H1C; MBTPS2; BARHL1; RFX5; ATP8B1; DDX1; ZBTB26; KDM5B; ZSCAN16; ZNF195; FOXK1; NFKBIA; PINK1; CCAR1; FAM200A; ZSCAN2; SRSF6; FUBP1; HSPH1; SRSF3; HOXA6; USP47; KHSRP; CSRNP2; EN1; NR5A2; ZNF287; ZBTB33; ZFP28; LMX1A; SENP1; UBA3; HEXIM2; PNRC2; RPS6KA1; TAF5; PSIP1; ZNF614; PRDM10; DNAJC2; PFN1; KDM3B; TFDP2; EIF4A2; HDAC2; ZNF207; RCAN1; ZNF620; RCOR1; CBX5; HFE; INTS12; ZNF536; RBM8A; FZD6; CDT1; MAPK1; ERC1; PDCD4; BEND6; RPS25; PFDN5; RBL2; TET1; TET2; EGLN1; AIM2; KDM2A; FLT3LG; GMEB2; PAWR; TARDBP; IRX6; PREB; MET; GATAD2B; SPHK1; RPS14; HMGB2; RIPK1; IRAK1BP1; ITGB3BP; GABPB1; ZNF18; ZMYND11; SMARCA2; MYBL2; HIST1H2AB; SIM1; ZNF3; MLLT6; GCLC; CXCR3; ZNF83; DVL1; NARFL; PSMC4; PABPN1; INTS6; RRAGC; RAD21; ZFPL1; SMYD1; TRIP11; RPS29; RPL14; SBNO1; ZNF540; ABRA; KANK1; CKAP2; WDR77	3877	3861
8.70077932948e-05	0.00297064600925	GO:0051246	b	5	regulation of protein metabolic process	472; 537; 623; 672; 993; 1029; 1031; 1407; 1460; 1653; 1855; 1859; 1965; 1974; 1982; 2319; 2322; 2323; 2339; 55031; 2729; 2885; 3066; 3077; 3551; 3984; 4076; 4193; 4282; 4602; 4792; 801; 4982; 5074; 5269; 5519; 5594; 5694; 5704; 5709; 5887; 6195; 6199; 6208; 6358; 6385; 203447; 7175; 7458; 8661; 8737; 8826; 8877; 8891; 9447; 9530; 23435; 9655; 9722; 9894; 9939; 10128; 10507; 10550; 10771; 10808; 10956; 10972; 11315; 51204; 79444; 440193; 79883; 440730; 80312; 117584; 51009; 51024; 51050; 54487; 54998; 55005; 23192; 23566; 57336; 57510; 56478; 57721; 90637; 124790; 27250; 29775; 29843; 29945; 29978; 64215; 27330; 64793; 163255; 65018	TRIM67; LRPPRC; TACO1; CRY1; IKBKB; CAPRIN1; SEMA4D; TMED10; DGCR8; CALM1; EIF3A; PARK7; CCDC88C; ATP6AP1; DYRK1A; MYB; METTL14; BRCA1; CDKN2C; CDKN2A; FNTA; RFFL; EIF2B3; TPR; MDM2; MIF; CEP85; SERPINB6; SOCS5; EIF4G2; GRB2; DDX1; NFKBIA; PINK1; XPO5; HSPH1; USP47; DERL2; ZNF287; ZFAND2A; OS9; CDC25A; SENP1; EIF4H; LPAR3; TELO2; ANAPC4; RPS6KA1; RPS6KA6; SDC4; DNAJC1; FLOT2; EIF4A2; HDAC2; RAD23B; BAG4; ATM; SPHK1; HFE; FLT3; RBM8A; AURKAIP1; HEXIM2; RPS6KB2; MAPK1; PDCD4; TET1; ARL6IP5; AIM2; EIF4ENIF1; FLT3LG; PAWR; PODNL1; TARDBP; BDKRB1; CCL14; FIS1; PSMB6; CSNK2B; PPP2R1B; RPS14; BIRC7; LIMK1; PSMD3; RIPK1; ZMYND11; EIF2S1; IQGAP1; UBQLN2; GCLC; DVL1; PSMC4; PI15; CARD10; ATG4B; TNFRSF11B; RMND1; NRK; NOS1AP; ZNF540	2476	2470
9.02409496654e-05	0.00297064600925	GO:0006351	b	5	transcription, DNA-templated	672; 676; 1029; 1407; 1653; 1827; 1855; 2019; 2314; 2323; 2494; 55031; 2553; 2626; 2729; 3006; 3066; 3077; 3148; 3551; 4009; 4193; 4233; 4302; 4602; 4605; 4792; 5074; 5204; 5205; 5216; 5594; 5704; 5885; 5934; 5993; 6195; 6208; 6294; 6428; 6492; 6595; 6877; 7029; 121340; 7175; 137735; 7542; 7551; 7566; 7579; 7707; 7748; 7756; 8106; 23186; 8323; 8570; 8737; 8863; 8877; 8880; 9039; 9321; 9447; 23435; 9734; 9745; 9826; 9939; 10009; 10113; 10128; 10284; 10507; 10626; 10765; 10771; 10808; 11168; 11315; 79084; 79190; 80110; 80312; 80345; 146050; 81606; 81620; 2833; 8335; 221336; 55149; 51360; 51780; 3203; 150572; 221937; 134728; 54790; 54993; 55206; 55269; 55749; 22992; 55769; 23085; 23189; 23421; 23468; 56341; 56751; 56980; 253639; 57117; 25909; 140612; 57336; 57459; 57592; 57684; 221786; 81566; 91074; 353274; 26205; 124790; 26512; 26586; 27000; 27250; 6431; 29843; 128408; 64121; 64428; 163255; 55629; 65018; 54583	BHLHE23; LRPPRC; TRIM16; PSPC1; CRY1; IKBKB; SEMA4D; GATA4; ANKRD30A; ZNF148; PARK7; AHCTF1; HDAC9; FLII; ZSCAN29; SAP18; BRDT; LBH; MYB; ZSCAN20; BRCA1; ARHGEF11; PRMT8; CDKN2A; SAFB; ZNF687; SP7; PER3; TPR; MDM2; MTPAP; ZNF445; HIST1H1C; MBTPS2; BARHL1; RFX5; ATP8B1; DDX1; ZBTB26; KDM5B; ZSCAN16; ZNF195; FOXK1; NFKBIA; PINK1; CCAR1; FAM200A; ZSCAN2; SRSF6; FUBP1; HSPH1; SRSF3; HOXA6; USP47; KHSRP; CSRNP2; EN1; NR5A2; ZNF287; ZBTB33; ZFP28; LMX1A; SENP1; UBA3; HEXIM2; PNRC2; RPS6KA1; TAF5; PSIP1; ZNF614; PRDM10; DNAJC2; PFN1; KDM3B; TFDP2; SMYD1; HDAC2; ZNF207; RCAN1; ZNF620; RCOR1; CBX5; HFE; INTS12; ZNF536; RBM8A; FZD6; CDT1; MAPK1; ERC1; PDCD4; BEND6; GABPB1; PFDN5; RBL2; TET1; TET2; EGLN1; AIM2; KDM2A; FLT3LG; GMEB2; PAWR; TARDBP; IRX6; PREB; MET; GATAD2B; SPHK1; RPS14; HMGB2; RIPK1; IRAK1BP1; ITGB3BP; ZNF18; ZMYND11; SMARCA2; MYBL2; HIST1H2AB; SIM1; ZNF3; MLLT6; GCLC; CXCR3; ZNF83; DVL1; NARFL; PSMC4; PABPN1; INTS6; RRAGC; RAD21; ZFPL1; TRIP11; SBNO1; ZNF540; ABRA; KANK1; CKAP2; WDR77	3738	3723
9.43190025947e-05	0.00297064600925	GO:0010605	b	5	negative regulation of macromolecule metabolic process	160; 472; 623; 672; 1029; 1031; 1407; 1676; 1855; 1859; 1965; 1974; 2019; 2319; 55031; 2729; 3006; 3066; 3077; 3148; 3183; 3551; 3636; 3984; 4076; 4193; 4282; 4602; 801; 5074; 5091; 5204; 5205; 5269; 5694; 5704; 5709; 5934; 5993; 6195; 6208; 6595; 7029; 7175; 7707; 23186; 8863; 8891; 9039; 23435; 9655; 9734; 9745; 10009; 10128; 10284; 10507; 10765; 10771; 10808; 10956; 11315; 79444; 79883; 80312; 8335; 221336; 117584; 51009; 51050; 150572; 221937; 54487; 80119; 55269; 55749; 22985; 23468; 57459; 57510; 56478; 57721; 124790; 27000; 27250; 6431; 29843; 29945; 29978; 64215; 27330; 64793; 163255; 65018	LRPPRC; PSPC1; GCLC; IKBKB; CAPRIN1; SEMA4D; DGCR8; CALM1; ZNF148; PARK7; SAP18; DYRK1A; HIST1H1C; METTL14; BRCA1; CDKN2C; CDKN2A; RFFL; ACIN1; DFFA; PER3; TPR; MDM2; MIF; CEP85; SERPINB6; SOCS5; RFX5; ATP8B1; KDM5B; FOXK1; PINK1; CCAR1; SRSF6; XPO5; HSPH1; USP47; EN1; DERL2; ZBTB33; OS9; SENP1; SMYD1; HEXIM2; ANAPC4; RPS6KA1; RPS6KA6; DNAJC1; DNAJC2; FLOT2; TFDP2; UBA3; HDAC2; HDAC9; ATM; EIF2B3; RCOR1; CBX5; HFE; ZNF536; PDCD4; HNRNPC; BEND6; PFDN5; RBL2; TET1; EIF4ENIF1; PAWR; PODNL1; TARDBP; BDKRB1; MYB; GATAD2B; PSMB6; RPS14; BIRC7; HMGB2; LIMK1; PSMD3; ZMYND11; SMARCA2; EIF2S1; HIST1H2AB; INPPL1; UBQLN2; PC; CRY1; DVL1; PSMC4; PI15; AP2A1; PIF1; ZNF540; EIF4A2	2297	2293
9.47018023084e-05	0.00297064600925	GO:0044257	b	5	cellular protein catabolic process	1029; 1855; 55031; 2729; 3077; 4193; 5516; 5694; 5704; 5709; 5887; 6477; 8737; 9100; 9655; 10956; 11315; 79791; 440730; 148066; 117584; 55139; 51009; 84132; 84196; 84447; 84749; 54476; 57003; 90637; 27339; 201475; 29843; 29945; 29978; 65018	RAD23B; CCDC47; PSMD3; RIPK1; PINK1; HFE; USP48; PRPF19; USP47; GCLC; USP42; SYVN1; DERL2; DVL1; RAB12; PSMC4; ZFAND2A; OS9; CDKN2A; SIAH1; RFFL; SENP1; USP10; USP30; MDM2; ANAPC4; TRIM67; SOCS5; ZNRF4; ANKZF1; PPP2CB; UBQLN2; FBXO31; PSMB6; RNF216; PARK7	653	652
0.000105698018629	0.00331187125037	GO:0030554	m	5	adenyl nucleotide binding	22929; 472; 498; 537; 1653; 1859; 1974; 2322; 2618; 2729; 3551; 3735; 3766; 3799; 3984; 55278; 4141; 4233; 4651; 4750; 5000; 5091; 5205; 5216; 5594; 5597; 5704; 5890; 22848; 6195; 6199; 6595; 6732; 203447; 7155; 8565; 8714; 8737; 8780; 8798; 8877; 9039; 9493; 9530; 9943; 10257; 10295; 10298; 10576; 10694; 10808; 11325; 51363; 79731; 115701; 254173; 55149; 50640; 284076; 80119; 9263; 23195; 23461; 56474; 89796; 27032; 27330; 65018	MDN1; KARS; SPHK1; TOP2B; BCKDK; BAG4; ATM; IKBKB; ALPK2; DYRK4; OXSR1; PINK1; SMARCA2; ATP2C1; FLT3; QRSL1; PIF1; RIPK1; MTPAP; YARS; NEK1; CCT2; ATP5A1; ATP6AP1; GCLC; TTLL6; RPS6KB2; NAV1; PC; MAPK1; MAPK6; TTLL10; DYRK1A; PNPLA8; LIMK1; ORC4; KCNJ10; RIOK3; NARS2; SEPHS1; CCT8; CTPS2; PAK4; AAK1; UBA3; ABCC3; GART; PFN1; SRPK1; RAD51B; HSPH1; NRK; RPS6KA1; CHST15; RPS6KA6; PSMC4; KIF5B; DDX42; KIF23; MET; ATP8B1; ABCA5; DDX1; MARS; ABCC4; STK17A; EIF4A2; MYO10	1538	1531
0.000106857544087	0.00318435481379	GO:0043039	b	5	tRNA aminoacylation	3735; 55278; 4141; 5464; 8565; 9255; 79731; 27068	QRSL1; KARS; NARS2; AIMP1; YARS; PPA2; PPA1; MARS	53	53
0.000112819557608	0.00320192649213	GO:0097468	b	5	programmed cell death in response to reactive oxygen species	4233; 10808; 11315; 65018	PINK1; MET; PARK7; HSPH1	10	10
0.000146460939103	0.00396775998662	GO:0032268	b	5	regulation of cellular protein metabolic process	472; 537; 623; 672; 993; 1029; 1031; 1407; 1460; 1653; 1855; 1859; 1965; 1974; 1982; 2322; 2323; 2339; 55031; 2729; 2885; 3066; 3077; 3551; 3984; 4076; 4193; 4282; 4602; 4792; 801; 4982; 5074; 5269; 5519; 5594; 5694; 5704; 5709; 5887; 6195; 6199; 6208; 6358; 6385; 203447; 7175; 7458; 8661; 8737; 8826; 8877; 8891; 9447; 9530; 23435; 9655; 9722; 9894; 9939; 10128; 10507; 10550; 10771; 10808; 11315; 51204; 79444; 440193; 79883; 440730; 80312; 117584; 51024; 51050; 54487; 54998; 55005; 23566; 57510; 56478; 57721; 90637; 124790; 27250; 29775; 29843; 29945; 29978; 64215; 27330; 64793; 163255; 65018	TRIM67; LRPPRC; TACO1; CRY1; IKBKB; CAPRIN1; SEMA4D; DGCR8; CALM1; EIF3A; PARK7; CCDC88C; ATP6AP1; DYRK1A; MYB; METTL14; BRCA1; CDKN2C; CDKN2A; FNTA; RFFL; EIF2B3; TPR; MDM2; MIF; CEP85; SERPINB6; SOCS5; EIF4G2; GRB2; DDX1; NFKBIA; PINK1; XPO5; HSPH1; USP47; ZFAND2A; CDC25A; SENP1; EIF4H; HEXIM2; TELO2; ANAPC4; RPS6KA1; RPS6KA6; SDC4; DNAJC1; EIF4A2; HDAC2; RAD23B; BAG4; ATM; SPHK1; HFE; FLT3; RBM8A; AURKAIP1; RPS6KB2; MAPK1; PDCD4; TET1; ARL6IP5; AIM2; EIF4ENIF1; FLT3LG; PAWR; PODNL1; TARDBP; BDKRB1; CCL14; FIS1; PSMB6; CSNK2B; PPP2R1B; RPS14; BIRC7; LIMK1; PSMD3; LPAR3; RIPK1; ZMYND11; EIF2S1; IQGAP1; UBQLN2; GCLC; DVL1; PSMC4; PI15; CARD10; TNFRSF11B; RMND1; NRK; NOS1AP; ZNF540	2327	2321
0.000167953323946	0.00435218178574	GO:0051603	b	5	proteolysis involved in cellular protein catabolic process	1029; 1855; 55031; 2729; 3077; 4193; 5516; 5694; 5704; 5709; 5887; 6477; 9100; 9655; 10956; 11315; 79791; 440730; 148066; 117584; 55139; 51009; 84132; 84196; 84447; 84749; 54476; 57003; 90637; 27339; 29843; 29945; 29978; 65018	RAD23B; CCDC47; PSMD3; PINK1; HFE; USP48; PRPF19; USP47; GCLC; USP42; SYVN1; DERL2; DVL1; PSMC4; ZFAND2A; OS9; CDKN2A; SIAH1; RFFL; SENP1; USP10; USP30; MDM2; ANAPC4; TRIM67; SOCS5; ZNRF4; ANKZF1; PPP2CB; UBQLN2; FBXO31; PSMB6; RNF216; PARK7	621	620
0.00018848808368	0.00372733790831	GO:0019901	m	5	protein kinase binding	160; 161; 396; 993; 1029; 1031; 1407; 1855; 2323; 2339; 2626; 2683; 2885; 3551; 801; 5074; 5594; 5597; 6294; 6385; 7155; 7175; 8826; 9564; 9655; 9734; 9894; 51530; 117584; 57468; 65018	HDAC9; IKBKB; PINK1; PAWR; CALM1; ZC3HC1; CRY1; IQGAP1; SLC12A5; MAPK1; MAPK6; ARHGDIA; B4GALT1; TOP2B; RFFL; CDKN2C; CDKN2A; FNTA; CDC25A; SAFB; AP2A1; TPR; AP2A2; TELO2; GATA4; BCAR1; DVL1; SOCS5; SDC4; GRB2; FLT3LG	549	548
